run: 213 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Mon Jan 25 03:13:55 2021 | q: 0/31 | q_time: 0.085280s | E: 1 | q_time/E: 0.085280s | shuffle time: 0.000000s
Mon Jan 25 03:13:55 2021 | q: 1/31 | q_time: 0.080212s | E: 1 | q_time/E: 0.080212s | shuffle time: 0.000218s
Mon Jan 25 03:13:55 2021 | q: 2/31 | q_time: 0.169741s | E: 2 | q_time/E: 0.084871s | shuffle time: 0.000243s
Mon Jan 25 03:13:56 2021 | q: 3/31 | q_time: 0.345557s | E: 4 | q_time/E: 0.086389s | shuffle time: 0.000236s
Mon Jan 25 03:13:56 2021 | q: 4/31 | q_time: 0.529809s | E: 6 | q_time/E: 0.088301s | shuffle time: 0.000246s
Mon Jan 25 03:13:57 2021 | q: 5/31 | q_time: 0.730537s | E: 8 | q_time/E: 0.091317s | shuffle time: 0.000249s
Mon Jan 25 03:13:58 2021 | q: 6/31 | q_time: 0.912304s | E: 10 | q_time/E: 0.091230s | shuffle time: 0.000250s
Mon Jan 25 03:13:59 2021 | q: 7/31 | q_time: 1.191654s | E: 13 | q_time/E: 0.091666s | shuffle time: 0.000248s
Mon Jan 25 03:14:01 2021 | q: 8/31 | q_time: 1.564919s | E: 16 | q_time/E: 0.097807s | shuffle time: 0.000252s
Mon Jan 25 03:14:02 2021 | q: 9/31 | q_time: 1.764289s | E: 19 | q_time/E: 0.092857s | shuffle time: 0.000255s
Mon Jan 25 03:14:04 2021 | q: 10/31 | q_time: 2.057918s | E: 22 | q_time/E: 0.093542s | shuffle time: 0.000255s
Mon Jan 25 03:14:07 2021 | q: 11/31 | q_time: 2.439150s | E: 26 | q_time/E: 0.093813s | shuffle time: 0.000257s
Mon Jan 25 03:14:10 2021 | q: 12/31 | q_time: 2.872763s | E: 30 | q_time/E: 0.095759s | shuffle time: 0.000257s
Mon Jan 25 03:14:13 2021 | q: 13/31 | q_time: 3.181097s | E: 34 | q_time/E: 0.093562s | shuffle time: 0.000260s
Mon Jan 25 03:14:16 2021 | q: 14/31 | q_time: 3.518019s | E: 37 | q_time/E: 0.095082s | shuffle time: 0.000258s
Mon Jan 25 03:14:20 2021 | q: 15/31 | q_time: 3.688924s | E: 40 | q_time/E: 0.092223s | shuffle time: 0.000256s
Mon Jan 25 03:14:24 2021 | q: 16/31 | q_time: 4.285359s | E: 44 | q_time/E: 0.097395s | shuffle time: 0.000255s
Mon Jan 25 03:14:29 2021 | q: 17/31 | q_time: 4.455049s | E: 46 | q_time/E: 0.096849s | shuffle time: 0.000257s
Mon Jan 25 03:14:35 2021 | q: 18/31 | q_time: 6.039611s | E: 49 | q_time/E: 0.123257s | shuffle time: 0.000258s
Mon Jan 25 03:14:40 2021 | q: 19/31 | q_time: 5.004222s | E: 50 | q_time/E: 0.100084s | shuffle time: 0.000259s
Mon Jan 25 03:14:47 2021 | q: 20/31 | q_time: 7.229087s | E: 52 | q_time/E: 0.139021s | shuffle time: 0.000259s
Mon Jan 25 03:14:52 2021 | q: 21/31 | q_time: 5.001890s | E: 53 | q_time/E: 0.094375s | shuffle time: 0.000260s
Mon Jan 25 03:14:58 2021 | q: 22/31 | q_time: 5.779109s | E: 55 | q_time/E: 0.105075s | shuffle time: 0.000262s
Mon Jan 25 03:15:03 2021 | q: 23/31 | q_time: 5.290422s | E: 57 | q_time/E: 0.092814s | shuffle time: 0.000260s
Mon Jan 25 03:15:09 2021 | q: 24/31 | q_time: 6.066252s | E: 60 | q_time/E: 0.101104s | shuffle time: 0.000262s
Mon Jan 25 03:15:17 2021 | q: 25/31 | q_time: 7.803748s | E: 61 | q_time/E: 0.127930s | shuffle time: 0.000603s
Mon Jan 25 03:15:23 2021 | q: 26/31 | q_time: 5.564781s | E: 62 | q_time/E: 0.089755s | shuffle time: 0.000261s
Mon Jan 25 03:15:29 2021 | q: 27/31 | q_time: 5.940579s | E: 64 | q_time/E: 0.092822s | shuffle time: 0.000256s
Mon Jan 25 03:15:45 2021 | q: 28/31 | q_time: 16.158244s | E: 67 | q_time/E: 0.241168s | shuffle time: 0.000257s
Mon Jan 25 03:15:51 2021 | q: 29/31 | q_time: 6.140440s | E: 69 | q_time/E: 0.088992s | shuffle time: 0.000255s
Mon Jan 25 03:15:57 2021 | q: 30/31 | q_time: 6.352742s | E: 70 | q_time/E: 0.090753s | shuffle time: 0.000254s
Mon Jan 25 03:16:04 2021 | q: 31/31 | q_time: 6.415409s | E: 71 | q_time/E: 0.090358s | shuffle time: 0.000251s
