q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.157744 1 0.157744 639938 639937 0
1 31 0.134385 1 0.134385 639938 639937 0
2 31 0.279810 2 0.139905 1281203 956918 324284
3 31 0.502253 4 0.125563 2567839 1588572 979266
4 31 0.703942 6 0.117324 3939902 2394213 1545688
5 31 0.832933 8 0.104117 5130171 2976087 2154083
6 31 0.941355 10 0.094135 6443805 3699939 2743865
7 31 1.209204 13 0.093016 8524113 4632916 3891196
8 31 1.473486 16 0.092093 10310663 5338241 4972421
9 31 1.759269 19 0.092593 12255868 6207388 6048479
10 31 2.074144 22 0.094279 14403587 7207630 7195956
11 31 2.459789 26 0.094607 17189515 8195072 8994442
12 31 2.793580 30 0.093119 19616512 8973035 10643476
13 31 3.302890 34 0.097144 23395602 10499066 12896535
14 31 3.437951 37 0.092918 24386685 10803355 13583329
15 31 3.720328 40 0.093008 26601949 11710347 14891601
16 31 4.212302 44 0.095734 30510480 13099497 17410982
17 31 4.190024 46 0.091087 30047128 12962224 17084903
18 31 5.063711 49 0.103341 37169186 15963286 21205899
19 31 4.602637 50 0.092053 33517012 14619842 18897169
20 31 6.265958 52 0.120499 46816027 20396907 26419119
21 31 7.283317 53 0.137421 36912165 16141099 20771065
22 31 11.152438 55 0.202772 44819681 19535193 25284487
23 31 5.202605 57 0.091274 38664798 16756056 21908741
24 31 5.724754 60 0.095413 43043212 18283406 24759805
25 31 6.403724 61 0.104979 43459177 18602158 24857018
26 31 5.813381 62 0.093764 42487459 18223728 24263730
27 31 5.709547 64 0.089212 41944886 17814505 24130380
28 31 9.655753 67 0.144116 72610452 30224668 42385783
29 31 6.319367 69 0.091585 47033514 19234159 27799354
30 31 6.489143 70 0.092702 48571444 19961632 28609811
31 31 6.370156 71 0.089721 48293660 19352913 28940746
126.242
