q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.083599 1 0.083599 639938 639937 0
1 31 0.080132 1 0.080132 639938 639937 0
2 31 0.172493 2 0.086246 1280795 958283 322511
3 31 0.344494 4 0.086123 2566844 1595223 971620
4 31 0.588818 6 0.098136 3857653 2327573 1530079
5 31 0.749534 8 0.093692 5213776 3041559 2172216
6 31 0.914668 10 0.091467 6433713 3712307 2721405
7 31 1.196784 13 0.092060 8396751 4549197 3847553
8 31 1.477265 16 0.092329 10309892 5336893 4972998
9 31 1.764285 19 0.092857 12245051 6176814 6068236
10 31 2.058347 22 0.093561 14227843 7086398 7141444
11 31 2.433636 26 0.093601 16934960 8027442 8907517
12 31 2.869566 30 0.095652 20066783 9228794 10837988
13 31 3.185335 34 0.093686 22393885 9948398 12445486
14 31 3.542506 37 0.095743 25038820 11153019 13885800
15 31 4.124696 40 0.103117 29325344 12976501 16348842
16 31 4.593446 44 0.104397 33208830 14287208 18921621
17 31 4.587549 46 0.099729 32949768 14327919 18621848
18 31 5.862804 49 0.119649 43257761 18426837 24830923
19 31 4.749321 50 0.094986 34474426 14997439 19476986
20 31 6.729395 52 0.129411 50203264 21750738 28452525
21 31 5.407735 53 0.102033 39849033 17429875 22419157
22 31 7.183101 55 0.130602 52212486 22766967 29445518
23 31 5.266503 57 0.092395 38896563 16695744 22200818
24 31 5.685364 60 0.094756 42450253 17983993 24466259
25 31 5.942961 61 0.097426 42868576 18286312 24582263
26 31 6.573407 62 0.106023 41613574 17794567 23819006
27 31 6.001448 64 0.093773 43966856 18624586 25342269
28 31 14.423042 67 0.215269 110298223 45810683 64487539
29 31 7.394906 69 0.107173 45923300 18727653 27195646
30 31 6.488434 70 0.092692 48228864 19620477 28608386
31 31 6.625503 71 0.093317 50053982 19998647 30055334
129.101
