q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.082615 1 0.082615 639938 639937 0
1 31 0.079696 1 0.079696 639938 639937 0
2 31 0.168787 2 0.084393 1280881 957055 323825
3 31 0.342403 4 0.085601 2564062 1589600 974461
4 31 0.527498 6 0.087916 3856834 2330301 1526532
5 31 0.721075 8 0.090134 5158718 2984424 2174293
6 31 0.909750 10 0.090975 6432458 3710668 2721789
7 31 1.217809 13 0.093678 8604353 4681921 3922431
8 31 1.566418 16 0.097901 11067121 5775916 5291204
9 31 1.751290 19 0.092173 12230714 6182995 6047718
10 31 2.073941 22 0.094270 14436504 7207466 7229037
11 31 2.406982 26 0.092576 16799496 7994713 8804782
12 31 2.863294 30 0.095443 20088853 9266287 10822565
13 31 3.186149 34 0.093710 22523995 10056217 12467777
14 31 3.485874 37 0.094213 24799912 11000478 13799433
15 31 3.679476 40 0.091987 26303909 11601720 14702188
16 31 4.262347 44 0.096872 30931491 13208725 17722765
17 31 4.278227 46 0.093005 30744426 13292809 17451616
18 31 5.303012 49 0.108225 39098676 16859147 22239528
19 31 4.755009 50 0.095100 34741296 15029211 19712084
20 31 6.461051 52 0.124251 48341172 21045396 27295775
21 31 5.289971 53 0.099811 39184830 17086318 22098511
22 31 5.949920 55 0.108180 44527214 19396763 25130450
23 31 5.219311 57 0.091567 38774554 16762091 22012462
24 31 5.620791 60 0.093680 42208817 18002624 24206192
25 31 5.878795 61 0.096374 42691686 18176089 24515596
26 31 5.736228 62 0.092520 41956195 17870392 24085802
27 31 5.985754 64 0.093527 44133316 18700434 25432881
28 31 11.505015 67 0.171717 87888754 36582175 51306578
29 31 6.241595 69 0.090458 46461031 18764243 27696787
30 31 6.632304 70 0.094747 49765209 20237393 29527815
31 31 6.265841 71 0.088251 47467630 19088084 28379545
120.448
