run: 476 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Mon Jan 25 12:41:06 2021 | q: 0/31 | q_time: 0.084498s | E: 1 | q_time/E: 0.084498s | shuffle time: 0.000000s
Mon Jan 25 12:41:06 2021 | q: 1/31 | q_time: 0.080035s | E: 1 | q_time/E: 0.080035s | shuffle time: 0.000217s
Mon Jan 25 12:41:06 2021 | q: 2/31 | q_time: 0.169331s | E: 2 | q_time/E: 0.084665s | shuffle time: 0.000241s
Mon Jan 25 12:41:07 2021 | q: 3/31 | q_time: 0.345369s | E: 4 | q_time/E: 0.086342s | shuffle time: 0.000233s
Mon Jan 25 12:41:07 2021 | q: 4/31 | q_time: 0.529978s | E: 6 | q_time/E: 0.088330s | shuffle time: 0.000242s
Mon Jan 25 12:41:08 2021 | q: 5/31 | q_time: 0.730037s | E: 8 | q_time/E: 0.091255s | shuffle time: 0.000247s
Mon Jan 25 12:41:09 2021 | q: 6/31 | q_time: 0.919526s | E: 10 | q_time/E: 0.091953s | shuffle time: 0.000247s
Mon Jan 25 12:41:10 2021 | q: 7/31 | q_time: 1.194579s | E: 13 | q_time/E: 0.091891s | shuffle time: 0.000245s
Mon Jan 25 12:41:12 2021 | q: 8/31 | q_time: 1.502028s | E: 16 | q_time/E: 0.093877s | shuffle time: 0.000247s
Mon Jan 25 12:41:13 2021 | q: 9/31 | q_time: 1.775576s | E: 19 | q_time/E: 0.093451s | shuffle time: 0.000251s
Mon Jan 25 12:41:15 2021 | q: 10/31 | q_time: 2.042301s | E: 22 | q_time/E: 0.092832s | shuffle time: 0.000255s
Mon Jan 25 12:41:18 2021 | q: 11/31 | q_time: 2.431050s | E: 26 | q_time/E: 0.093502s | shuffle time: 0.000252s
Mon Jan 25 12:41:21 2021 | q: 12/31 | q_time: 2.861008s | E: 30 | q_time/E: 0.095367s | shuffle time: 0.000253s
Mon Jan 25 12:41:24 2021 | q: 13/31 | q_time: 3.187649s | E: 34 | q_time/E: 0.093754s | shuffle time: 0.000255s
Mon Jan 25 12:41:27 2021 | q: 14/31 | q_time: 3.443129s | E: 37 | q_time/E: 0.093058s | shuffle time: 0.000253s
Mon Jan 25 12:41:31 2021 | q: 15/31 | q_time: 3.819928s | E: 40 | q_time/E: 0.095498s | shuffle time: 0.000253s
Mon Jan 25 12:41:35 2021 | q: 16/31 | q_time: 4.243767s | E: 44 | q_time/E: 0.096449s | shuffle time: 0.000254s
Mon Jan 25 12:41:40 2021 | q: 17/31 | q_time: 4.449001s | E: 46 | q_time/E: 0.096717s | shuffle time: 0.000254s
Mon Jan 25 12:41:45 2021 | q: 18/31 | q_time: 5.483176s | E: 49 | q_time/E: 0.111902s | shuffle time: 0.000257s
Mon Jan 25 12:41:50 2021 | q: 19/31 | q_time: 4.582187s | E: 50 | q_time/E: 0.091644s | shuffle time: 0.000272s
Mon Jan 25 12:41:55 2021 | q: 20/31 | q_time: 5.094997s | E: 52 | q_time/E: 0.097981s | shuffle time: 0.000256s
Mon Jan 25 12:42:00 2021 | q: 21/31 | q_time: 4.905184s | E: 53 | q_time/E: 0.092551s | shuffle time: 0.000258s
Mon Jan 25 12:42:07 2021 | q: 22/31 | q_time: 6.708086s | E: 55 | q_time/E: 0.121965s | shuffle time: 0.000256s
Mon Jan 25 12:42:12 2021 | q: 23/31 | q_time: 5.608135s | E: 57 | q_time/E: 0.098388s | shuffle time: 0.000257s
Mon Jan 25 12:42:19 2021 | q: 24/31 | q_time: 6.583365s | E: 60 | q_time/E: 0.109723s | shuffle time: 0.000256s
Mon Jan 25 12:42:25 2021 | q: 25/31 | q_time: 5.853323s | E: 61 | q_time/E: 0.095956s | shuffle time: 0.000257s
Mon Jan 25 12:42:31 2021 | q: 26/31 | q_time: 5.982837s | E: 62 | q_time/E: 0.096497s | shuffle time: 0.000256s
Mon Jan 25 12:42:37 2021 | q: 27/31 | q_time: 6.051829s | E: 64 | q_time/E: 0.094560s | shuffle time: 0.000256s
Mon Jan 25 12:42:47 2021 | q: 28/31 | q_time: 10.063718s | E: 67 | q_time/E: 0.150205s | shuffle time: 0.000256s
Mon Jan 25 12:42:53 2021 | q: 29/31 | q_time: 6.210990s | E: 69 | q_time/E: 0.090014s | shuffle time: 0.000255s
Mon Jan 25 12:43:00 2021 | q: 30/31 | q_time: 6.641273s | E: 70 | q_time/E: 0.094875s | shuffle time: 0.000254s
Mon Jan 25 12:43:06 2021 | q: 31/31 | q_time: 6.357715s | E: 71 | q_time/E: 0.089545s | shuffle time: 0.000249s
