q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.084820 1 0.084820 639938 639937 0
1 31 0.080290 1 0.080290 639938 639937 0
2 31 0.170010 2 0.085005 1281119 956513 324605
3 31 0.345813 4 0.086453 2566236 1596496 969739
4 31 0.533120 6 0.088853 3861574 2322988 1538585
5 31 0.726541 8 0.090818 5147254 2977924 2169329
6 31 0.912939 10 0.091294 6419394 3695663 2723730
7 31 1.198117 13 0.092163 8407208 4554711 3852496
8 31 1.501509 16 0.093844 10469381 5455124 5014256
9 31 1.778733 19 0.093618 12317631 6243895 6073735
10 31 2.058461 22 0.093566 14213400 7066861 7146538
11 31 2.443287 26 0.093973 16982908 8101512 8881395
12 31 2.798159 30 0.093272 19481755 8932084 10549670
13 31 3.133987 34 0.092176 21973502 9764827 12208674
14 31 3.491053 37 0.094353 24648299 10959678 13688620
15 31 3.717119 40 0.092928 26414660 11604861 14809798
16 31 4.117496 44 0.093579 29612023 12660972 16951050
17 31 4.269210 46 0.092809 30518424 13148214 17370209
18 31 5.766197 49 0.117677 42471777 18282687 24189089
19 31 5.105456 50 0.102109 37276476 16303992 20972483
20 31 7.218233 52 0.138812 54089977 23612125 30477851
21 31 5.056430 53 0.095404 37110686 16256059 20854626
22 31 5.333808 55 0.096978 39389441 17255011 22134429
23 31 5.364063 57 0.094106 39724581 17170755 22553825
24 31 5.688231 60 0.094804 42583727 17997153 24586573
25 31 5.575003 61 0.091393 40167115 16964645 23202469
26 31 5.672867 62 0.091498 41289880 17702898 23586981
27 31 5.949100 64 0.092955 43638366 18565515 25072850
28 31 12.534635 67 0.187084 95656647 39768858 55887788
29 31 6.149526 69 0.089124 45534839 18606703 26928135
30 31 6.397069 70 0.091387 47708735 19518648 28190086
31 31 6.411509 71 0.090303 48405459 19533639 28871819
121.583
