q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.083319 1 0.083319 639938 639937 0
1 31 0.079886 1 0.079886 639938 639937 0
2 31 0.168922 2 0.084461 1280478 956403 324074
3 31 0.342763 4 0.085691 2564881 1588706 976174
4 31 0.527159 6 0.087860 3849062 2323606 1525455
5 31 0.728201 8 0.091025 5204369 3036293 2168075
6 31 0.919399 10 0.091940 6508419 3757693 2750725
7 31 1.182520 13 0.090963 8348749 4522760 3825988
8 31 1.543942 16 0.096496 10883017 5694133 5188883
9 31 1.811093 19 0.095321 12688422 6473786 6214635
10 31 2.041709 22 0.092805 14218080 7037551 7180528
11 31 2.454033 26 0.094386 17180356 8198442 8981913
12 31 2.879687 30 0.095990 20280434 9363756 10916677
13 31 3.192843 34 0.093907 22593767 10093085 12500681
14 31 3.444622 37 0.093098 24483132 10860190 13622941
15 31 3.690656 40 0.092266 26413251 11581920 14831330
16 31 4.272853 44 0.097110 31036728 13265413 17771314
17 31 4.240740 46 0.092190 30458953 13201106 17257846
18 31 5.941967 49 0.121265 44176329 19016812 25159516
19 31 4.696348 50 0.093927 34288526 14897450 19391075
20 31 5.766738 52 0.110899 42932334 18498294 24434039
21 31 5.080356 53 0.095856 37491283 16425106 21066176
22 31 5.667771 55 0.103050 42315402 18386312 23929089
23 31 5.801189 57 0.101775 43484614 18776785 24707828
24 31 6.201440 60 0.103357 46952809 19916045 27036763
25 31 5.910089 61 0.096887 42962911 18283039 24679871
26 31 5.642876 62 0.091014 41280030 17643183 23636846
27 31 5.978570 64 0.093415 44097029 18740058 25356970
28 31 13.055755 67 0.194862 99960054 41574871 58385182
29 31 6.212175 69 0.090032 46070888 18812154 27258733
30 31 6.320639 70 0.090295 47093275 19090569 28002705
31 31 6.359400 71 0.089569 48100086 19190633 28909452
122.24
