run: 440 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Mon Jan 25 11:21:13 2021 | q: 0/31 | q_time: 0.101206s | E: 1 | q_time/E: 0.101206s | shuffle time: 0.000000s
Mon Jan 25 11:21:13 2021 | q: 1/31 | q_time: 0.094405s | E: 1 | q_time/E: 0.094405s | shuffle time: 0.000295s
Mon Jan 25 11:21:13 2021 | q: 2/31 | q_time: 0.189627s | E: 2 | q_time/E: 0.094813s | shuffle time: 0.000299s
Mon Jan 25 11:21:13 2021 | q: 3/31 | q_time: 0.370567s | E: 4 | q_time/E: 0.092642s | shuffle time: 0.000278s
Mon Jan 25 11:21:14 2021 | q: 4/31 | q_time: 0.542140s | E: 6 | q_time/E: 0.090357s | shuffle time: 0.000278s
Mon Jan 25 11:21:15 2021 | q: 5/31 | q_time: 0.724886s | E: 8 | q_time/E: 0.090611s | shuffle time: 0.000246s
Mon Jan 25 11:21:16 2021 | q: 6/31 | q_time: 0.918500s | E: 10 | q_time/E: 0.091850s | shuffle time: 0.000247s
Mon Jan 25 11:21:17 2021 | q: 7/31 | q_time: 1.216898s | E: 13 | q_time/E: 0.093608s | shuffle time: 0.000244s
Mon Jan 25 11:21:18 2021 | q: 8/31 | q_time: 1.493765s | E: 16 | q_time/E: 0.093360s | shuffle time: 0.000249s
Mon Jan 25 11:21:20 2021 | q: 9/31 | q_time: 1.780770s | E: 19 | q_time/E: 0.093725s | shuffle time: 0.000249s
Mon Jan 25 11:21:22 2021 | q: 10/31 | q_time: 2.139123s | E: 22 | q_time/E: 0.097233s | shuffle time: 0.000253s
Mon Jan 25 11:21:25 2021 | q: 11/31 | q_time: 3.019052s | E: 26 | q_time/E: 0.116117s | shuffle time: 0.000460s
Mon Jan 25 11:21:28 2021 | q: 12/31 | q_time: 2.819611s | E: 30 | q_time/E: 0.093987s | shuffle time: 0.000258s
Mon Jan 25 11:21:31 2021 | q: 13/31 | q_time: 3.172485s | E: 34 | q_time/E: 0.093308s | shuffle time: 0.000257s
Mon Jan 25 11:21:35 2021 | q: 14/31 | q_time: 3.409246s | E: 37 | q_time/E: 0.092142s | shuffle time: 0.000257s
Mon Jan 25 11:21:39 2021 | q: 15/31 | q_time: 3.791344s | E: 40 | q_time/E: 0.094784s | shuffle time: 0.000252s
Mon Jan 25 11:21:43 2021 | q: 16/31 | q_time: 4.244774s | E: 44 | q_time/E: 0.096472s | shuffle time: 0.000254s
Mon Jan 25 11:21:47 2021 | q: 17/31 | q_time: 4.467467s | E: 46 | q_time/E: 0.097119s | shuffle time: 0.000254s
Mon Jan 25 11:21:56 2021 | q: 18/31 | q_time: 8.800486s | E: 49 | q_time/E: 0.179602s | shuffle time: 0.000257s
Mon Jan 25 11:22:01 2021 | q: 19/31 | q_time: 4.657121s | E: 50 | q_time/E: 0.093142s | shuffle time: 0.000255s
Mon Jan 25 11:22:06 2021 | q: 20/31 | q_time: 5.829637s | E: 52 | q_time/E: 0.112108s | shuffle time: 0.000258s
Mon Jan 25 11:22:12 2021 | q: 21/31 | q_time: 5.810056s | E: 53 | q_time/E: 0.109624s | shuffle time: 0.000256s
Mon Jan 25 11:22:19 2021 | q: 22/31 | q_time: 6.585056s | E: 55 | q_time/E: 0.119728s | shuffle time: 0.000258s
Mon Jan 25 11:22:24 2021 | q: 23/31 | q_time: 5.396524s | E: 57 | q_time/E: 0.094676s | shuffle time: 0.000258s
Mon Jan 25 11:22:30 2021 | q: 24/31 | q_time: 6.065758s | E: 60 | q_time/E: 0.101096s | shuffle time: 0.000258s
Mon Jan 25 11:22:42 2021 | q: 25/31 | q_time: 11.529666s | E: 61 | q_time/E: 0.189011s | shuffle time: 0.000258s
Mon Jan 25 11:22:50 2021 | q: 26/31 | q_time: 7.716837s | E: 62 | q_time/E: 0.124465s | shuffle time: 0.001027s
Mon Jan 25 11:22:55 2021 | q: 27/31 | q_time: 5.886402s | E: 64 | q_time/E: 0.091975s | shuffle time: 0.000256s
Mon Jan 25 11:23:11 2021 | q: 28/31 | q_time: 15.273876s | E: 67 | q_time/E: 0.227968s | shuffle time: 0.000253s
Mon Jan 25 11:23:17 2021 | q: 29/31 | q_time: 6.094407s | E: 69 | q_time/E: 0.088325s | shuffle time: 0.000252s
Mon Jan 25 11:23:23 2021 | q: 30/31 | q_time: 6.160240s | E: 70 | q_time/E: 0.088003s | shuffle time: 0.000251s
Mon Jan 25 11:23:29 2021 | q: 31/31 | q_time: 6.328985s | E: 71 | q_time/E: 0.089141s | shuffle time: 0.000249s
