q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.081181 1 0.081181 639938 639937 0
1 31 0.080194 1 0.080194 639938 639937 0
2 31 0.169786 2 0.084893 1280892 956057 324834
3 31 0.346394 4 0.086598 2575306 1592401 982904
4 31 0.530833 6 0.088472 3849656 2319258 1530397
5 31 0.724085 8 0.090511 5136245 2989184 2147060
6 31 0.917813 10 0.091781 6441254 3693466 2747787
7 31 1.211870 13 0.093221 8494839 4620659 3874179
8 31 1.503285 16 0.093955 10473016 5454739 5018276
9 31 1.828937 19 0.096260 12718973 6493143 6225829
10 31 3.037312 22 0.138060 14382365 7192556 7189808
11 31 2.743681 26 0.105526 17388893 8323053 9065839
12 31 2.852101 30 0.095070 19930631 9168186 10762444
13 31 3.198791 34 0.094082 22224089 9913218 12310870
14 31 3.434101 37 0.092814 24242682 10725724 13516957
15 31 3.685419 40 0.092135 26159644 11488979 14670664
16 31 4.352764 44 0.098926 31385013 13504039 17880973
17 31 4.319353 46 0.093899 30639004 13306227 17332776
18 31 6.443419 49 0.131498 47653372 20535874 27117497
19 31 5.001281 50 0.100026 36384888 15906471 20478416
20 31 6.245172 52 0.120099 46026317 19990250 26036066
21 31 4.872807 53 0.091940 35559596 15554514 20005081
22 31 7.498288 55 0.136333 56343097 24636257 31706839
23 31 5.470820 57 0.095979 40433891 17470643 22963247
24 31 5.577906 60 0.092965 41537190 17555906 23981283
25 31 5.771310 61 0.094612 41490854 17544370 23946483
26 31 5.726134 62 0.092357 41484901 17804475 23680425
27 31 5.855875 64 0.091498 42748651 18074240 24674410
28 31 13.212142 67 0.197196 87595245 36495062 51100182
29 31 6.225663 69 0.090227 45943304 18758728 27184575
30 31 6.235884 70 0.089084 46240976 18737695 27503280
31 31 6.271536 71 0.088331 47128571 18855629 28272941
125.426
