run: 391 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Mon Jan 25 09:35:29 2021 | q: 0/31 | q_time: 0.085037s | E: 1 | q_time/E: 0.085037s | shuffle time: 0.000000s
Mon Jan 25 09:35:29 2021 | q: 1/31 | q_time: 0.080213s | E: 1 | q_time/E: 0.080213s | shuffle time: 0.000216s
Mon Jan 25 09:35:30 2021 | q: 2/31 | q_time: 0.169708s | E: 2 | q_time/E: 0.084854s | shuffle time: 0.000240s
Mon Jan 25 09:35:30 2021 | q: 3/31 | q_time: 0.344867s | E: 4 | q_time/E: 0.086217s | shuffle time: 0.000233s
Mon Jan 25 09:35:30 2021 | q: 4/31 | q_time: 0.536817s | E: 6 | q_time/E: 0.089469s | shuffle time: 0.000243s
Mon Jan 25 09:35:31 2021 | q: 5/31 | q_time: 0.724726s | E: 8 | q_time/E: 0.090591s | shuffle time: 0.000246s
Mon Jan 25 09:35:32 2021 | q: 6/31 | q_time: 0.922487s | E: 10 | q_time/E: 0.092249s | shuffle time: 0.000247s
Mon Jan 25 09:35:33 2021 | q: 7/31 | q_time: 1.248200s | E: 13 | q_time/E: 0.096015s | shuffle time: 0.000245s
Mon Jan 25 09:35:35 2021 | q: 8/31 | q_time: 1.593808s | E: 16 | q_time/E: 0.099613s | shuffle time: 0.000248s
Mon Jan 25 09:35:37 2021 | q: 9/31 | q_time: 1.783858s | E: 19 | q_time/E: 0.093887s | shuffle time: 0.000250s
Mon Jan 25 09:35:39 2021 | q: 10/31 | q_time: 2.070960s | E: 22 | q_time/E: 0.094135s | shuffle time: 0.000253s
Mon Jan 25 09:35:41 2021 | q: 11/31 | q_time: 2.480087s | E: 26 | q_time/E: 0.095388s | shuffle time: 0.000253s
Mon Jan 25 09:35:44 2021 | q: 12/31 | q_time: 2.860233s | E: 30 | q_time/E: 0.095341s | shuffle time: 0.000254s
Mon Jan 25 09:35:47 2021 | q: 13/31 | q_time: 3.234463s | E: 34 | q_time/E: 0.095131s | shuffle time: 0.000254s
Mon Jan 25 09:35:51 2021 | q: 14/31 | q_time: 3.437773s | E: 37 | q_time/E: 0.092913s | shuffle time: 0.000254s
Mon Jan 25 09:35:54 2021 | q: 15/31 | q_time: 3.673299s | E: 40 | q_time/E: 0.091832s | shuffle time: 0.000253s
Mon Jan 25 09:35:59 2021 | q: 16/31 | q_time: 4.703893s | E: 44 | q_time/E: 0.106907s | shuffle time: 0.000251s
Mon Jan 25 09:36:03 2021 | q: 17/31 | q_time: 4.238196s | E: 46 | q_time/E: 0.092135s | shuffle time: 0.000254s
Mon Jan 25 09:36:08 2021 | q: 18/31 | q_time: 4.437069s | E: 49 | q_time/E: 0.090552s | shuffle time: 0.000255s
Mon Jan 25 09:36:13 2021 | q: 19/31 | q_time: 4.815659s | E: 50 | q_time/E: 0.096313s | shuffle time: 0.000256s
Mon Jan 25 09:36:19 2021 | q: 20/31 | q_time: 6.516514s | E: 52 | q_time/E: 0.125318s | shuffle time: 0.000256s
Mon Jan 25 09:36:24 2021 | q: 21/31 | q_time: 4.819924s | E: 53 | q_time/E: 0.090942s | shuffle time: 0.000256s
Mon Jan 25 09:36:30 2021 | q: 22/31 | q_time: 6.178294s | E: 55 | q_time/E: 0.112333s | shuffle time: 0.000258s
Mon Jan 25 09:36:35 2021 | q: 23/31 | q_time: 5.283809s | E: 57 | q_time/E: 0.092698s | shuffle time: 0.000257s
Mon Jan 25 09:36:42 2021 | q: 24/31 | q_time: 6.414478s | E: 60 | q_time/E: 0.106908s | shuffle time: 0.000258s
Mon Jan 25 09:36:47 2021 | q: 25/31 | q_time: 5.538572s | E: 61 | q_time/E: 0.090796s | shuffle time: 0.000257s
Mon Jan 25 09:36:54 2021 | q: 26/31 | q_time: 6.235080s | E: 62 | q_time/E: 0.100566s | shuffle time: 0.000256s
Mon Jan 25 09:36:59 2021 | q: 27/31 | q_time: 5.885293s | E: 64 | q_time/E: 0.091958s | shuffle time: 0.000253s
Mon Jan 25 09:37:13 2021 | q: 28/31 | q_time: 13.666595s | E: 67 | q_time/E: 0.203979s | shuffle time: 0.000252s
Mon Jan 25 09:37:20 2021 | q: 29/31 | q_time: 6.763742s | E: 69 | q_time/E: 0.098025s | shuffle time: 0.000251s
Mon Jan 25 09:37:26 2021 | q: 30/31 | q_time: 6.360701s | E: 70 | q_time/E: 0.090867s | shuffle time: 0.000251s
Mon Jan 25 09:37:33 2021 | q: 31/31 | q_time: 6.593459s | E: 71 | q_time/E: 0.092866s | shuffle time: 0.000249s
