run: 372 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Mon Jan 25 08:54:18 2021 | q: 0/31 | q_time: 0.083478s | E: 1 | q_time/E: 0.083478s | shuffle time: 0.000000s
Mon Jan 25 08:54:18 2021 | q: 1/31 | q_time: 0.080370s | E: 1 | q_time/E: 0.080370s | shuffle time: 0.000217s
Mon Jan 25 08:54:18 2021 | q: 2/31 | q_time: 0.170613s | E: 2 | q_time/E: 0.085306s | shuffle time: 0.000241s
Mon Jan 25 08:54:19 2021 | q: 3/31 | q_time: 0.348863s | E: 4 | q_time/E: 0.087216s | shuffle time: 0.000233s
Mon Jan 25 08:54:19 2021 | q: 4/31 | q_time: 0.548728s | E: 6 | q_time/E: 0.091455s | shuffle time: 0.000245s
Mon Jan 25 08:54:20 2021 | q: 5/31 | q_time: 0.741710s | E: 8 | q_time/E: 0.092714s | shuffle time: 0.000246s
Mon Jan 25 08:54:21 2021 | q: 6/31 | q_time: 0.931932s | E: 10 | q_time/E: 0.093193s | shuffle time: 0.000246s
Mon Jan 25 08:54:22 2021 | q: 7/31 | q_time: 1.203005s | E: 13 | q_time/E: 0.092539s | shuffle time: 0.000244s
Mon Jan 25 08:54:24 2021 | q: 8/31 | q_time: 1.494669s | E: 16 | q_time/E: 0.093417s | shuffle time: 0.000248s
Mon Jan 25 08:54:26 2021 | q: 9/31 | q_time: 1.804951s | E: 19 | q_time/E: 0.094997s | shuffle time: 0.000252s
Mon Jan 25 08:54:28 2021 | q: 10/31 | q_time: 2.111621s | E: 22 | q_time/E: 0.095983s | shuffle time: 0.000252s
Mon Jan 25 08:54:30 2021 | q: 11/31 | q_time: 2.556071s | E: 26 | q_time/E: 0.098310s | shuffle time: 0.000253s
Mon Jan 25 08:54:33 2021 | q: 12/31 | q_time: 2.934217s | E: 30 | q_time/E: 0.097807s | shuffle time: 0.000255s
Mon Jan 25 08:54:36 2021 | q: 13/31 | q_time: 3.278115s | E: 34 | q_time/E: 0.096415s | shuffle time: 0.000256s
Mon Jan 25 08:54:40 2021 | q: 14/31 | q_time: 3.452247s | E: 37 | q_time/E: 0.093304s | shuffle time: 0.000255s
Mon Jan 25 08:54:44 2021 | q: 15/31 | q_time: 3.801725s | E: 40 | q_time/E: 0.095043s | shuffle time: 0.000252s
Mon Jan 25 08:54:48 2021 | q: 16/31 | q_time: 4.359766s | E: 44 | q_time/E: 0.099086s | shuffle time: 0.000252s
Mon Jan 25 08:54:52 2021 | q: 17/31 | q_time: 4.262157s | E: 46 | q_time/E: 0.092656s | shuffle time: 0.000254s
Mon Jan 25 08:54:59 2021 | q: 18/31 | q_time: 6.377566s | E: 49 | q_time/E: 0.130154s | shuffle time: 0.000257s
Mon Jan 25 08:55:04 2021 | q: 19/31 | q_time: 5.110709s | E: 50 | q_time/E: 0.102214s | shuffle time: 0.000259s
Mon Jan 25 08:55:09 2021 | q: 20/31 | q_time: 5.563676s | E: 52 | q_time/E: 0.106994s | shuffle time: 0.000257s
Mon Jan 25 08:55:14 2021 | q: 21/31 | q_time: 5.103012s | E: 53 | q_time/E: 0.096283s | shuffle time: 0.000259s
Mon Jan 25 08:55:20 2021 | q: 22/31 | q_time: 5.955744s | E: 55 | q_time/E: 0.108286s | shuffle time: 0.000260s
Mon Jan 25 08:55:28 2021 | q: 23/31 | q_time: 7.846291s | E: 57 | q_time/E: 0.137654s | shuffle time: 0.000261s
Mon Jan 25 08:55:35 2021 | q: 24/31 | q_time: 6.255763s | E: 60 | q_time/E: 0.104263s | shuffle time: 0.000308s
Mon Jan 25 08:55:41 2021 | q: 25/31 | q_time: 6.448443s | E: 61 | q_time/E: 0.105712s | shuffle time: 0.000256s
Mon Jan 25 08:55:47 2021 | q: 26/31 | q_time: 5.671672s | E: 62 | q_time/E: 0.091479s | shuffle time: 0.000255s
Mon Jan 25 08:55:53 2021 | q: 27/31 | q_time: 6.137569s | E: 64 | q_time/E: 0.095900s | shuffle time: 0.000253s
Mon Jan 25 08:56:06 2021 | q: 28/31 | q_time: 13.227444s | E: 67 | q_time/E: 0.197425s | shuffle time: 0.000252s
Mon Jan 25 08:56:12 2021 | q: 29/31 | q_time: 6.368573s | E: 69 | q_time/E: 0.092298s | shuffle time: 0.000252s
Mon Jan 25 08:56:19 2021 | q: 30/31 | q_time: 6.493597s | E: 70 | q_time/E: 0.092766s | shuffle time: 0.000250s
Mon Jan 25 08:56:25 2021 | q: 31/31 | q_time: 6.477671s | E: 71 | q_time/E: 0.091235s | shuffle time: 0.000248s
