q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.084750 1 0.084750 639938 639937 0
1 31 0.079895 1 0.079895 639938 639937 0
2 31 0.168967 2 0.084484 1280642 956598 324043
3 31 0.343466 4 0.085866 2567926 1594399 973526
4 31 0.526945 6 0.087824 3847851 2322902 1524948
5 31 0.718944 8 0.089868 5135355 2969238 2166116
6 31 0.915164 10 0.091516 6472474 3739327 2733146
7 31 1.193833 13 0.091833 8406410 4560916 3845493
8 31 1.482365 16 0.092648 10391161 5400176 4990984
9 31 1.766358 19 0.092966 12319419 6262133 6057285
10 31 2.056611 22 0.093482 14297356 7145794 7151561
11 31 2.407322 26 0.092589 16794690 7982303 8812386
12 31 2.812515 30 0.093751 19722024 9018180 10703843
13 31 3.168597 34 0.093194 22314359 9924328 12390030
14 31 3.502092 37 0.094651 24820354 10970652 13849701
15 31 3.662110 40 0.091553 26054558 11439647 14614910
16 31 4.345288 44 0.098757 31379365 13470232 17909132
17 31 4.183319 46 0.090942 29841464 12885062 16956401
18 31 6.113445 49 0.124764 45234589 19517509 25717079
19 31 9.497906 50 0.189958 35535197 15457908 20077288
20 31 5.675367 52 0.109142 38306314 16652359 21653954
21 31 5.212211 53 0.098344 38342392 16871844 21470547
22 31 6.663224 55 0.121150 49878520 21738488 28140031
23 31 5.130759 57 0.090013 37879250 16300317 21578932
24 31 5.687231 60 0.094787 42520308 18009725 24510582
25 31 5.884300 61 0.096464 42495692 18049503 24446188
26 31 5.586200 62 0.090100 40567138 17347720 23219417
27 31 6.155602 64 0.096181 45180062 19150074 26029987
28 31 13.449672 67 0.200741 102779739 42677392 60102346
29 31 6.303629 69 0.091357 46681441 19070629 27610811
30 31 6.553988 70 0.093628 48866602 19817685 29048916
31 31 6.262393 71 0.088203 47139270 18821455 28317814
127.595
