run: 401 | L: 4 | REP: 10000 | skip: 64 | Dim: 3 | LATTICE: Hex
Mon Jan 25 09:56:44 2021 | q: 0/31 | q_time: 0.083229s | E: 1 | q_time/E: 0.083229s | shuffle time: 0.000000s
Mon Jan 25 09:56:44 2021 | q: 1/31 | q_time: 0.079988s | E: 1 | q_time/E: 0.079988s | shuffle time: 0.000215s
Mon Jan 25 09:56:44 2021 | q: 2/31 | q_time: 0.169111s | E: 2 | q_time/E: 0.084555s | shuffle time: 0.000239s
Mon Jan 25 09:56:44 2021 | q: 3/31 | q_time: 0.345097s | E: 4 | q_time/E: 0.086274s | shuffle time: 0.000232s
Mon Jan 25 09:56:45 2021 | q: 4/31 | q_time: 0.529965s | E: 6 | q_time/E: 0.088328s | shuffle time: 0.000241s
Mon Jan 25 09:56:46 2021 | q: 5/31 | q_time: 0.719448s | E: 8 | q_time/E: 0.089931s | shuffle time: 0.000245s
Mon Jan 25 09:56:46 2021 | q: 6/31 | q_time: 0.921500s | E: 10 | q_time/E: 0.092150s | shuffle time: 0.000247s
Mon Jan 25 09:56:48 2021 | q: 7/31 | q_time: 1.189474s | E: 13 | q_time/E: 0.091498s | shuffle time: 0.000244s
Mon Jan 25 09:56:49 2021 | q: 8/31 | q_time: 1.525191s | E: 16 | q_time/E: 0.095324s | shuffle time: 0.000248s
Mon Jan 25 09:56:51 2021 | q: 9/31 | q_time: 1.761267s | E: 19 | q_time/E: 0.092698s | shuffle time: 0.000252s
Mon Jan 25 09:56:53 2021 | q: 10/31 | q_time: 2.128601s | E: 22 | q_time/E: 0.096755s | shuffle time: 0.000253s
Mon Jan 25 09:56:55 2021 | q: 11/31 | q_time: 2.402826s | E: 26 | q_time/E: 0.092416s | shuffle time: 0.000252s
Mon Jan 25 09:56:58 2021 | q: 12/31 | q_time: 2.790123s | E: 30 | q_time/E: 0.093004s | shuffle time: 0.000254s
Mon Jan 25 09:57:01 2021 | q: 13/31 | q_time: 3.198713s | E: 34 | q_time/E: 0.094080s | shuffle time: 0.000254s
Mon Jan 25 09:57:05 2021 | q: 14/31 | q_time: 3.398159s | E: 37 | q_time/E: 0.091842s | shuffle time: 0.000254s
Mon Jan 25 09:57:09 2021 | q: 15/31 | q_time: 3.836414s | E: 40 | q_time/E: 0.095910s | shuffle time: 0.000253s
Mon Jan 25 09:57:13 2021 | q: 16/31 | q_time: 4.377002s | E: 44 | q_time/E: 0.099477s | shuffle time: 0.000251s
Mon Jan 25 09:57:20 2021 | q: 17/31 | q_time: 6.793185s | E: 46 | q_time/E: 0.147678s | shuffle time: 0.000252s
Mon Jan 25 09:57:27 2021 | q: 18/31 | q_time: 7.264217s | E: 49 | q_time/E: 0.148249s | shuffle time: 0.000521s
Mon Jan 25 09:57:32 2021 | q: 19/31 | q_time: 4.982644s | E: 50 | q_time/E: 0.099653s | shuffle time: 0.000254s
Mon Jan 25 09:57:38 2021 | q: 20/31 | q_time: 5.862765s | E: 52 | q_time/E: 0.112745s | shuffle time: 0.000255s
Mon Jan 25 09:57:43 2021 | q: 21/31 | q_time: 5.138575s | E: 53 | q_time/E: 0.096954s | shuffle time: 0.000258s
Mon Jan 25 09:57:50 2021 | q: 22/31 | q_time: 7.013613s | E: 55 | q_time/E: 0.127520s | shuffle time: 0.000259s
Mon Jan 25 09:57:55 2021 | q: 23/31 | q_time: 5.140531s | E: 57 | q_time/E: 0.090185s | shuffle time: 0.000256s
Mon Jan 25 09:58:05 2021 | q: 24/31 | q_time: 10.145472s | E: 60 | q_time/E: 0.169091s | shuffle time: 0.000256s
Mon Jan 25 09:58:11 2021 | q: 25/31 | q_time: 5.999159s | E: 61 | q_time/E: 0.098347s | shuffle time: 0.000354s
Mon Jan 25 09:58:17 2021 | q: 26/31 | q_time: 5.791439s | E: 62 | q_time/E: 0.093410s | shuffle time: 0.000255s
Mon Jan 25 09:58:23 2021 | q: 27/31 | q_time: 5.882707s | E: 64 | q_time/E: 0.091917s | shuffle time: 0.000253s
Mon Jan 25 09:58:37 2021 | q: 28/31 | q_time: 13.584744s | E: 67 | q_time/E: 0.202757s | shuffle time: 0.000253s
Mon Jan 25 09:58:43 2021 | q: 29/31 | q_time: 6.373049s | E: 69 | q_time/E: 0.092363s | shuffle time: 0.000251s
Mon Jan 25 09:58:49 2021 | q: 30/31 | q_time: 6.387315s | E: 70 | q_time/E: 0.091247s | shuffle time: 0.000250s
Mon Jan 25 09:58:56 2021 | q: 31/31 | q_time: 6.303253s | E: 71 | q_time/E: 0.088778s | shuffle time: 0.000249s
