q q_max q_time hits q_time/hits k accept_counter reject_counter
0 31 0.081208 1 0.081208 639938 639937 0
1 31 0.080174 1 0.080174 639938 639937 0
2 31 0.169749 2 0.084874 1280213 957578 322634
3 31 0.345011 4 0.086253 2568210 1592036 976173
4 31 0.556394 6 0.092732 3880628 2356910 1523717
5 31 0.723871 8 0.090484 5131094 2984904 2146189
6 31 0.930143 10 0.093014 6537264 3782240 2755023
7 31 1.202559 13 0.092505 8433048 4577681 3855366
8 31 1.484526 16 0.092783 10364145 5361425 5002719
9 31 1.805838 19 0.095044 12535295 6390149 6145145
10 31 2.060026 22 0.093638 14248265 7095806 7152458
11 31 2.477705 26 0.095296 16866849 8009618 8857230
12 31 2.830217 30 0.094341 19753501 9090808 10662692
13 31 3.175821 34 0.093407 22356429 9983862 12372566
14 31 3.490120 37 0.094328 24689826 10976620 13713205
15 31 3.787728 40 0.094693 26996001 11893019 15102981
16 31 4.372039 44 0.099365 31160611 13343811 17816799
17 31 4.257459 46 0.092553 30427672 13106091 17321580
18 31 6.209023 49 0.126715 46111278 19757495 26353782
19 31 4.838489 50 0.096770 35287867 15340310 19947556
20 31 7.227873 52 0.138998 54329905 23673668 30656236
21 31 5.162146 53 0.097399 38050108 16607223 21442884
22 31 6.316606 55 0.114847 47293809 20607050 26686758
23 31 8.514872 57 0.149384 39921924 17243589 22678334
24 31 7.577981 60 0.126300 47850710 20274200 27576509
25 31 6.331566 61 0.103796 46096728 19750208 26346519
26 31 5.627493 62 0.090766 41037164 17544782 23492381
27 31 6.045197 64 0.094456 44524392 19005699 25518692
28 31 19.007930 67 0.283700 106811604 44685018 62126585
29 31 6.253711 69 0.090633 45730946 18622079 27108866
30 31 6.506156 70 0.092945 48634482 19730796 28903685
31 31 6.319783 71 0.089011 47712499 19161001 28551497
135.77
