L: 4 | f_final: 1+1E-9 | flatness: 90 | dim: 2D | lattie: SS
Sat May 29 14:05:19 2021 | f: 1+1E0.235094/1+1E-9 | sweeps: 10000 | flat time: 0.005210s
Sat May 29 14:05:19 2021 | f: 1+1E-0.187942/1+1E-9 | sweeps: 10000 | flat time: 0.005304s
Sat May 29 14:05:19 2021 | f: 1+1E-0.546643/1+1E-9 | sweeps: 10000 | flat time: 0.005537s
Sat May 29 14:05:19 2021 | f: 1+1E-0.875664/1+1E-9 | sweeps: 10000 | flat time: 0.005660s
Sat May 29 14:05:19 2021 | f: 1+1E-1.190478/1+1E-9 | sweeps: 10000 | flat time: 0.005636s
Sat May 29 14:05:19 2021 | f: 1+1E-1.498346/1+1E-9 | sweeps: 10000 | flat time: 0.005711s
Sat May 29 14:05:19 2021 | f: 1+1E-1.802783/1+1E-9 | sweeps: 10000 | flat time: 0.005633s
Sat May 29 14:05:19 2021 | f: 1+1E-2.105512/1+1E-9 | sweeps: 10000 | flat time: 0.005607s
Sat May 29 14:05:19 2021 | f: 1+1E-2.407391/1+1E-9 | sweeps: 10000 | flat time: 0.005591s
Sat May 29 14:05:19 2021 | f: 1+1E-2.708846/1+1E-9 | sweeps: 10000 | flat time: 0.005560s
Sat May 29 14:05:19 2021 | f: 1+1E-3.010088/1+1E-9 | sweeps: 20000 | flat time: 0.011113s
Sat May 29 14:05:19 2021 | f: 1+1E-3.311224/1+1E-9 | sweeps: 30000 | flat time: 0.016701s
Sat May 29 14:05:19 2021 | f: 1+1E-3.612307/1+1E-9 | sweeps: 30000 | flat time: 0.016624s
Sat May 29 14:05:19 2021 | f: 1+1E-3.913363/1+1E-9 | sweeps: 20000 | flat time: 0.011110s
Sat May 29 14:05:19 2021 | f: 1+1E-4.214407/1+1E-9 | sweeps: 20000 | flat time: 0.011124s
Sat May 29 14:05:19 2021 | f: 1+1E-4.515443/1+1E-9 | sweeps: 20000 | flat time: 0.011094s
Sat May 29 14:05:19 2021 | f: 1+1E-4.816477/1+1E-9 | sweeps: 110000 | flat time: 0.061362s
Sat May 29 14:05:19 2021 | f: 1+1E-5.117508/1+1E-9 | sweeps: 20000 | flat time: 0.011131s
Sat May 29 14:05:19 2021 | f: 1+1E-5.418539/1+1E-9 | sweeps: 40000 | flat time: 0.022189s
Sat May 29 14:05:19 2021 | f: 1+1E-5.719570/1+1E-9 | sweeps: 60000 | flat time: 0.033428s
Sat May 29 14:05:19 2021 | f: 1+1E-6.020600/1+1E-9 | sweeps: 20000 | flat time: 0.011144s
Sat May 29 14:05:19 2021 | f: 1+1E-6.321630/1+1E-9 | sweeps: 50000 | flat time: 0.028016s
Sat May 29 14:05:19 2021 | f: 1+1E-6.622660/1+1E-9 | sweeps: 120000 | flat time: 0.066871s
Sat May 29 14:05:19 2021 | f: 1+1E-6.923690/1+1E-9 | sweeps: 110000 | flat time: 0.061157s
Sat May 29 14:05:19 2021 | f: 1+1E-7.224720/1+1E-9 | sweeps: 50000 | flat time: 0.027777s
Sat May 29 14:05:19 2021 | f: 1+1E-7.525750/1+1E-9 | sweeps: 30000 | flat time: 0.016879s
Sat May 29 14:05:19 2021 | f: 1+1E-7.826780/1+1E-9 | sweeps: 20000 | flat time: 0.011137s
Sat May 29 14:05:19 2021 | f: 1+1E-8.127810/1+1E-9 | sweeps: 290000 | flat time: 0.163569s
Sat May 29 14:05:19 2021 | f: 1+1E-8.428840/1+1E-9 | sweeps: 60000 | flat time: 0.034069s
Sat May 29 14:05:19 2021 | f: 1+1E-8.729870/1+1E-9 | sweeps: 20000 | flat time: 0.011361s
