q q_max q_time hits q_time/hits k 
1 31 0.636158 1 0.636158 6399937
2 31 1.317510 2 0.658755 12799873
3 31 2.004852 3 0.668284 19227521
4 31 3.477628 5 0.695526 32197569
5 31 4.276745 6 0.712791 38560193
6 31 5.851515 8 0.731439 51746433
7 31 6.630686 9 0.736743 58019457
8 31 8.286731 11 0.753339 71256193
9 31 10.002868 13 0.769451 84012481
10 31 10.987222 14 0.784802 90814913
11 31 12.671223 16 0.791951 103183873
12 31 14.567095 18 0.809283 117164225
13 31 15.485330 19 0.815017 123139201
14 31 17.270505 21 0.822405 135407745
15 31 19.096787 23 0.830295 148651585
16 31 20.927791 25 0.837112 161519169
17 31 22.471761 26 0.864298 169148353
18 31 24.050872 28 0.858960 180327041
19 31 26.008737 30 0.866958 193925633
20 31 27.893184 32 0.871662 206154817
21 31 31.813972 34 0.935705 234705281
22 31 32.012550 36 0.889237 232347457
23 31 33.985925 38 0.894366 245568257
24 31 35.709257 40 0.892731 258798849
25 31 38.605282 42 0.919173 273054081
26 31 41.498556 44 0.943149 287723713
27 31 44.493209 46 0.967244 305116609
28 31 45.960463 48 0.957510 316264321
29 31 46.108675 50 0.922173 323228289
30 31 48.690522 52 0.936356 336091329
31 31 48.597103 53 0.916926 342935681
701.391
