q q_max q_time hits q_time/hits k 
1 31 0.636773 1 0.636773 6399937
2 31 1.325256 2 0.662628 12813697
3 31 2.022314 3 0.674105 19261441
4 31 3.480458 5 0.696092 32158209
5 31 4.290557 6 0.715093 38677505
6 31 5.891996 8 0.736499 52198465
7 31 6.677416 9 0.741935 58172673
8 31 8.382044 11 0.762004 71795521
9 31 10.094541 13 0.776503 84105729
10 31 10.979251 14 0.784232 90403265
11 31 12.777260 16 0.798579 103533441
12 31 14.495127 18 0.805285 116078977
13 31 15.513152 19 0.816482 122846913
14 31 17.788395 21 0.847066 139827009
15 31 19.195020 23 0.834566 148621697
16 31 21.015681 25 0.840627 161425409
17 31 22.323119 26 0.858581 168150529
18 31 24.507242 28 0.875259 183091585
19 31 27.107017 30 0.903567 202126401
20 31 28.365525 32 0.886423 208844993
21 31 30.308935 34 0.891439 221754113
22 31 32.298224 36 0.897173 234518785
23 31 35.767231 38 0.941243 259959361
24 31 36.253052 40 0.906326 264794497
25 31 38.155654 42 0.908468 271192321
26 31 40.858493 44 0.928602 284128705
27 31 42.653769 46 0.927256 298780993
28 31 45.341061 48 0.944605 314827649
29 31 48.353414 50 0.967068 333008577
30 31 49.840139 52 0.958464 339853889
31 31 49.237568 53 0.929011 344470849
705.936
