q q_max q_time hits q_time/hits k 
1 31 0.642345 1 0.642345 6399937
2 31 1.349689 2 0.674844 12804609
3 31 2.018676 3 0.672892 19236993
4 31 3.489451 5 0.697890 32140545
5 31 4.331827 6 0.721971 38653057
6 31 5.835547 8 0.729443 51417857
7 31 6.731913 9 0.747990 58081025
8 31 8.411173 11 0.764652 70845249
9 31 10.183317 13 0.783332 83986177
10 31 11.115863 14 0.793990 90467009
11 31 12.784280 16 0.799017 103258177
12 31 14.593434 18 0.810746 115883841
13 31 15.512146 19 0.816429 122153729
14 31 17.613203 21 0.838724 137599489
15 31 19.439371 23 0.845190 150550209
16 31 21.087584 25 0.843503 161343105
17 31 22.440113 26 0.863081 167888257
18 31 24.341747 28 0.869348 181212865
19 31 28.355492 30 0.945183 211144513
20 31 28.333460 32 0.885421 207498241
21 31 30.296013 34 0.891059 219813313
22 31 33.638331 36 0.934398 244706881
23 31 34.347270 38 0.903876 245935937
24 31 36.481536 40 0.912038 263544001
25 31 38.706160 42 0.921575 276482625
26 31 42.641639 44 0.969128 291388993
27 31 42.718008 46 0.928652 298195457
28 31 44.579835 48 0.928747 311685761
29 31 47.222222 50 0.944444 328981441
30 31 49.338483 52 0.948817 337192577
31 31 49.614185 53 0.936117 342335617
708.195
