q q_max q_time hits q_time/hits k 
1 31 0.644907 1 0.644907 6399937
2 31 1.349425 2 0.674712 12824449
3 31 2.019407 3 0.673136 19257345
4 31 3.479512 5 0.695902 32111169
5 31 4.309525 6 0.718254 38492801
6 31 5.860458 8 0.732557 51917697
7 31 6.745009 9 0.749445 57912513
8 31 8.419638 11 0.765422 71172737
9 31 10.071722 13 0.774748 83614785
10 31 11.121865 14 0.794419 90305281
11 31 12.918328 16 0.807395 104227073
12 31 14.560451 18 0.808914 116118465
13 31 15.571492 19 0.819552 122654593
14 31 17.721568 21 0.843884 138328385
15 31 19.945163 23 0.867181 154961217
16 31 21.146100 25 0.845844 161840705
17 31 22.882021 26 0.880078 171799553
18 31 24.642587 28 0.880092 183539841
19 31 26.235576 30 0.874519 193749185
20 31 28.784725 32 0.899523 212174273
21 31 30.176237 34 0.887536 219418241
22 31 32.327078 36 0.897974 232595713
23 31 34.888154 38 0.918109 250386561
24 31 35.940226 40 0.898506 261449921
25 31 38.175113 42 0.908931 273016705
26 31 43.213654 44 0.982128 296802561
27 31 42.642988 46 0.927021 299659009
28 31 46.059423 48 0.959571 315295169
29 31 48.074753 50 0.961495 325062209
30 31 50.304391 52 0.967392 340681729
31 31 51.163623 53 0.965351 347796097
711.395
