q q_max q_time hits q_time/hits k 
1 31 0.634970 1 0.634970 6399937
2 31 1.305660 2 0.652830 12824385
3 31 2.024423 3 0.674808 19247233
4 31 3.497986 5 0.699597 32105089
5 31 4.302524 6 0.717087 38555841
6 31 5.863835 8 0.732979 51587329
7 31 6.705906 9 0.745101 57898625
8 31 8.361822 11 0.760166 71447617
9 31 10.221484 13 0.786268 85325377
10 31 11.005768 14 0.786126 90148673
11 31 12.782282 16 0.798893 103350849
12 31 15.027087 18 0.834838 120395905
13 31 15.511588 19 0.816399 122507329
14 31 17.476090 21 0.832195 136342017
15 31 19.216015 23 0.835479 148563137
16 31 21.803947 25 0.872158 167847873
17 31 22.348080 26 0.859542 167437697
18 31 24.367337 28 0.870262 181372417
19 31 26.454951 30 0.881832 195592385
20 31 28.395179 32 0.887349 208710273
21 31 30.501448 34 0.897101 221970753
22 31 33.375131 36 0.927087 242853121
23 31 34.991489 38 0.920829 252390145
24 31 36.114901 40 0.902873 259268417
25 31 39.505722 42 0.940612 274252801
26 31 41.739626 44 0.948628 287459521
27 31 44.905461 46 0.976206 307260225
28 31 44.943823 48 0.936330 310656769
29 31 46.841913 50 0.936838 325603329
30 31 48.460984 52 0.931942 337781697
31 31 50.813123 53 0.958738 346967105
709.501
