q q_max q_time hits q_time/hits k 
1 31 0.650669 1 0.650669 6399937
2 31 1.318176 2 0.659088 12818433
3 31 2.021807 3 0.673936 19232385
4 31 3.486109 5 0.697222 32118913
5 31 4.279540 6 0.713257 38548417
6 31 5.812603 8 0.726575 51392193
7 31 6.712491 9 0.745832 57913153
8 31 8.387359 11 0.762487 71129921
9 31 10.050365 13 0.773105 83751809
10 31 11.037045 14 0.788360 90358593
11 31 12.838652 16 0.802416 103609089
12 31 14.748943 18 0.819386 117379073
13 31 15.787411 19 0.830916 124160385
14 31 17.743403 21 0.844924 137719425
15 31 19.586602 23 0.851591 150205121
16 31 21.295138 25 0.851806 161832897
17 31 22.433979 26 0.862845 168153537
18 31 24.535752 28 0.876277 181204225
19 31 26.688566 30 0.889619 195293377
20 31 29.011443 32 0.906608 210012545
21 31 32.143285 34 0.945391 230787521
22 31 32.660749 36 0.907243 232040577
23 31 34.848488 38 0.917065 245777089
24 31 37.341535 40 0.933538 262170049
25 31 39.249450 42 0.934511 272687489
26 31 43.836366 44 0.996281 294919809
27 31 45.813092 46 0.995937 304903681
28 31 47.559581 48 0.990825 314644225
29 31 47.765559 50 0.955311 322455617
30 31 51.590559 52 0.992126 337131713
31 31 54.757633 53 1.033163 359376705
725.993
