q q_max q_time hits q_time/hits k 
1 31 0.634377 1 0.634377 6399937
2 31 1.310319 2 0.655160 12829249
3 31 2.008694 3 0.669565 19231745
4 31 3.483865 5 0.696773 32380801
5 31 4.306017 6 0.717669 38591617
6 31 5.818656 8 0.727332 51572609
7 31 6.681638 9 0.742404 58236353
8 31 8.386040 11 0.762367 71268545
9 31 10.076620 13 0.775125 83901633
10 31 11.004611 14 0.786044 90554433
11 31 12.780573 16 0.798786 103464833
12 31 14.586228 18 0.810346 116363713
13 31 15.827166 19 0.833009 124741825
14 31 17.704206 21 0.843057 137701633
15 31 19.298228 23 0.839053 148413953
16 31 21.234306 25 0.849372 161924353
17 31 22.355238 26 0.859817 168882625
18 31 24.490406 28 0.874657 181054081
19 31 26.948240 30 0.898275 197397953
20 31 28.598200 32 0.893694 208216321
21 31 30.988239 34 0.911419 222434497
22 31 33.808465 36 0.939124 240652993
23 31 35.311827 38 0.929259 249015681
24 31 38.274065 40 0.956852 268406145
25 31 40.793798 42 0.971281 275235713
26 31 41.539217 44 0.944073 284596993
27 31 43.881467 46 0.953945 297489089
28 31 47.602150 48 0.991711 314340097
29 31 49.220584 50 0.984412 323480321
30 31 52.374665 52 1.007205 340434881
31 31 51.209280 53 0.966213 342243713
722.538
