q q_max q_time hits q_time/hits k 
1 31 0.643213 1 0.643213 6399937
2 31 1.335012 2 0.667506 12814081
3 31 2.015656 3 0.671885 19265473
4 31 3.474183 5 0.694837 32048897
5 31 4.272227 6 0.712038 38553857
6 31 5.876279 8 0.734535 52295745
7 31 6.678125 9 0.742014 57955649
8 31 8.357965 11 0.759815 70898497
9 31 10.145938 13 0.780457 84855425
10 31 11.044974 14 0.788927 91034817
11 31 12.721940 16 0.795121 103127489
12 31 15.113532 18 0.839641 121637121
13 31 15.533850 19 0.817571 122535233
14 31 17.364349 21 0.826874 136221633
15 31 19.162376 23 0.833147 148437953
16 31 21.222781 25 0.848911 163484161
17 31 22.179697 26 0.853065 167626433
18 31 24.147379 28 0.862406 180707969
19 31 26.474898 30 0.882497 197301569
20 31 28.132965 32 0.879155 207179073
21 31 30.110579 34 0.885605 221253057
22 31 32.663529 36 0.907320 239653057
23 31 33.938997 38 0.893131 245398849
24 31 36.003125 40 0.900078 260876737
25 31 39.167607 42 0.932562 275319361
26 31 39.619815 44 0.900450 284090881
27 31 42.185927 46 0.917085 297246529
28 31 45.195707 48 0.941577 316468865
29 31 46.869692 50 0.937394 324895489
30 31 49.550726 52 0.952899 339394369
31 31 50.803939 53 0.958565 350246977
702.007
