q q_max q_time hits q_time/hits k 
1 31 0.640513 1 0.640513 6399937
2 31 1.317589 2 0.658794 12809921
3 31 2.004343 3 0.668114 19265985
4 31 3.460718 5 0.692144 32375361
5 31 4.272733 6 0.712122 38853569
6 31 5.856719 8 0.732090 52498945
7 31 6.676069 9 0.741785 58007361
8 31 8.317503 11 0.756137 70860609
9 31 10.234972 13 0.787306 85985985
10 31 10.965700 14 0.783264 90389057
11 31 12.736464 16 0.796029 103385729
12 31 14.457674 18 0.803204 115902913
13 31 15.474967 19 0.814472 122669953
14 31 17.272385 21 0.822495 135607169
15 31 19.109877 23 0.830864 148421249
16 31 22.577396 25 0.903096 175351681
17 31 22.201644 26 0.853909 167876417
18 31 24.082909 28 0.860104 180354881
19 31 26.233214 30 0.874440 195077441
20 31 28.688097 32 0.896503 212328321
21 31 30.080025 34 0.884707 219395137
22 31 31.853844 36 0.884829 231903681
23 31 34.409486 38 0.905513 250453953
24 31 35.884981 40 0.897125 262441409
25 31 37.941892 42 0.903378 271496449
26 31 40.362554 44 0.917331 284953921
27 31 43.216511 46 0.939489 298582465
28 31 44.210042 48 0.921043 311710401
29 31 47.679668 50 0.953593 325244289
30 31 47.943664 52 0.921994 336387009
31 31 50.274971 53 0.948584 347365889
700.439
