q q_max q_time hits q_time/hits k 
1 31 0.638860 1 0.638860 6399937
2 31 1.332098 2 0.666049 12808129
3 31 2.007094 3 0.669031 19234753
4 31 3.479206 5 0.695841 32098561
5 31 4.327628 6 0.721271 38600449
6 31 5.771258 8 0.721407 51379777
7 31 6.692487 9 0.743610 57992193
8 31 8.390098 11 0.762736 71034305
9 31 10.062584 13 0.774045 83813313
10 31 10.990959 14 0.785069 90042497
11 31 12.967762 16 0.810485 103991809
12 31 14.655392 18 0.814188 117190337
13 31 15.549229 19 0.818380 123092545
14 31 17.343609 21 0.825886 136268673
15 31 19.077404 23 0.829452 148385729
16 31 20.977097 25 0.839084 162495681
17 31 22.703889 26 0.873227 169803009
18 31 24.682634 28 0.881523 185805121
19 31 26.334518 30 0.877817 196805441
20 31 28.092611 32 0.877894 208144065
21 31 30.047335 34 0.883745 220389889
22 31 31.864319 36 0.885120 232404993
23 31 34.751382 38 0.914510 252489793
24 31 36.677499 40 0.916937 268889473
25 31 38.244054 42 0.910573 275273025
26 31 42.185595 44 0.958764 293150785
27 31 42.869767 46 0.931951 301856769
28 31 45.234816 48 0.942392 313605441
29 31 48.869890 50 0.977398 335437313
30 31 48.030268 52 0.923659 337308289
31 31 49.064690 53 0.925749 343141377
703.916
