q q_max q_time hits q_time/hits k 
1 31 0.640932 1 0.640932 6399937
2 31 1.307560 2 0.653780 12811329
3 31 2.032255 3 0.677418 19273729
4 31 3.534058 5 0.706812 32321345
5 31 4.356047 6 0.726008 38759873
6 31 5.918555 8 0.739819 51491457
7 31 6.733690 9 0.748188 58009921
8 31 8.387880 11 0.762535 71175681
9 31 10.156215 13 0.781247 83829249
10 31 11.146257 14 0.796161 90513601
11 31 12.903188 16 0.806449 103478593
12 31 14.603011 18 0.811278 115954049
13 31 15.615297 19 0.821858 122541057
14 31 17.602973 21 0.838237 136458113
15 31 19.474209 23 0.846705 149235649
16 31 22.269806 25 0.890792 169148609
17 31 22.565584 26 0.867907 169019777
18 31 24.545736 28 0.876633 180872321
19 31 26.527818 30 0.884261 193514369
20 31 28.598597 32 0.893706 206582529
21 31 32.488309 34 0.955539 232778113
22 31 32.983802 36 0.916217 233646529
23 31 35.252323 38 0.927693 247674241
24 31 37.311334 40 0.932783 259895553
25 31 39.238159 42 0.934242 271742913
26 31 42.985754 44 0.976949 286902657
27 31 45.832295 46 0.996354 304550017
28 31 48.023561 48 1.000491 315010049
29 31 48.363027 50 0.967261 325934529
30 31 51.600328 52 0.992314 336057601
31 31 51.725873 53 0.975960 342719745
724.725
