q q_max q_time hits q_time/hits k 
1 31 0.646408 1 0.646408 6399937
2 31 1.294155 2 0.647077 12803329
3 31 2.022532 3 0.674177 19282177
4 31 3.498970 5 0.699794 32107713
5 31 4.351579 6 0.725263 38550017
6 31 6.118333 8 0.764792 51404289
7 31 6.782499 9 0.753611 59109121
8 31 8.770475 11 0.797316 71283201
9 31 10.570217 13 0.813094 83965569
10 31 11.118130 14 0.794152 90473921
11 31 13.493018 16 0.843314 103103681
12 31 14.915011 18 0.828612 116076673
13 31 15.922475 19 0.838025 122222721
14 31 17.669400 21 0.841400 135848897
15 31 20.015110 23 0.870222 149704129
16 31 22.124221 25 0.884969 161868929
17 31 24.862702 26 0.956258 167459137
18 31 24.987195 28 0.892400 181991873
19 31 27.139423 30 0.904647 194446273
20 31 28.441156 32 0.888786 206701249
21 31 36.012223 34 1.059183 225917569
22 31 31.975440 36 0.888207 232299329
23 31 34.292036 38 0.902422 245561601
24 31 35.618137 40 0.890453 258616641
25 31 38.129512 42 0.907846 274113153
26 31 43.789641 44 0.995219 286608641
27 31 49.152156 46 1.068525 303661121
28 31 48.504825 48 1.010517 311465089
29 31 47.234032 50 0.944681 325142529
30 31 49.884175 52 0.959311 340130689
31 31 50.586773 53 0.954467 342797697
729.922
