q q_max q_time hits q_time/hits k 
1 31 0.642264 1 0.642264 6399937
2 31 1.349628 2 0.674814 12802497
3 31 2.033202 3 0.677734 19232001
4 31 3.526025 5 0.705205 32215169
5 31 4.344430 6 0.724072 38691137
6 31 5.869411 8 0.733676 51722177
7 31 6.699591 9 0.744399 58113409
8 31 8.353611 11 0.759419 70821825
9 31 10.083013 13 0.775616 83997057
10 31 10.976397 14 0.784028 90080193
11 31 12.890250 16 0.805641 103959681
12 31 14.578798 18 0.809933 116243137
13 31 15.705306 19 0.826595 124320001
14 31 17.752028 21 0.845335 139040193
15 31 19.261233 23 0.837445 149221633
16 31 21.297132 25 0.851885 163745729
17 31 22.241801 26 0.855454 167595137
18 31 24.424830 28 0.872315 182063489
19 31 26.161270 30 0.872042 193714817
20 31 28.111004 32 0.878469 206432513
21 31 32.143732 34 0.945404 236424129
22 31 32.187766 36 0.894105 233343425
23 31 34.177480 38 0.899407 247189249
24 31 36.053721 40 0.901343 262965121
25 31 40.226311 42 0.957769 277150721
26 31 42.704554 44 0.970558 294449345
27 31 44.017444 46 0.956901 303561793
28 31 44.112726 48 0.919015 309838465
29 31 46.306842 50 0.926137 322968513
30 31 48.660683 52 0.935782 338728129
31 31 49.948482 53 0.942424 348353601
706.841
