q q_max q_time hits q_time/hits k 
1 31 0.741058 1 0.741058 6399937
2 31 1.291118 2 0.645559 12802433
3 31 2.003866 3 0.667955 19221825
4 31 3.474320 5 0.694864 32155201
5 31 4.259619 6 0.709936 38608129
6 31 5.813362 8 0.726670 51400193
7 31 6.653076 9 0.739231 57810561
8 31 8.270393 11 0.751854 70777089
9 31 10.006782 13 0.769752 83799937
10 31 10.989951 14 0.784996 90446401
11 31 12.727866 16 0.795492 103522881
12 31 14.908734 18 0.828263 120283521
13 31 15.441045 19 0.812687 122372353
14 31 17.432964 21 0.830141 137276993
15 31 19.298693 23 0.839074 148069441
16 31 21.083823 25 0.843353 162654785
17 31 22.319785 26 0.858453 168884609
18 31 24.615964 28 0.879142 185210177
19 31 26.377707 30 0.879257 197427713
20 31 28.057429 32 0.876795 208501121
21 31 30.413110 34 0.894503 224924673
22 31 32.046398 36 0.890178 231747265
23 31 33.612411 38 0.884537 245315265
24 31 35.618504 40 0.890463 259816961
25 31 37.918967 42 0.902833 271671297
26 31 40.239399 44 0.914532 283706433
27 31 43.822167 46 0.952656 302879489
28 31 46.110296 48 0.960631 318685825
29 31 47.802570 50 0.956051 328071489
30 31 48.769348 52 0.937872 339738369
31 31 49.542374 53 0.934762 343273921
701.663
