q q_max q_time hits q_time/hits k 
1 31 0.627444 1 0.627444 6399937
2 31 1.310989 2 0.655494 12804673
3 31 2.029140 3 0.676380 19348417
4 31 3.521823 5 0.704365 32697665
5 31 4.304350 6 0.717392 38556673
6 31 5.838501 8 0.729813 51670785
7 31 6.703860 9 0.744873 58398785
8 31 8.298285 11 0.754390 70936833
9 31 10.270023 13 0.790002 85953601
10 31 10.950936 14 0.782210 90133185
11 31 12.770481 16 0.798155 103255105
12 31 14.551666 18 0.808426 116063745
13 31 15.528719 19 0.817301 122518849
14 31 17.355280 21 0.826442 135521665
15 31 19.359191 23 0.841704 149968321
16 31 21.090650 25 0.843626 161769025
17 31 22.222505 26 0.854712 167523073
18 31 24.442453 28 0.872945 182847745
19 31 26.543836 30 0.884795 194576705
20 31 28.556492 32 0.892390 206995265
21 31 31.723764 34 0.933052 227572161
22 31 33.204215 36 0.922339 235713153
23 31 34.779888 38 0.915260 245142081
24 31 36.937373 40 0.923434 258326017
25 31 39.378366 42 0.937580 273023041
26 31 43.067231 44 0.978801 286165569
27 31 46.585537 46 1.012729 308553601
28 31 48.976396 48 1.020342 321914305
29 31 49.384176 50 0.987684 325033025
30 31 52.339620 52 1.006531 340210561
31 31 53.467415 53 1.008819 349754497
726.121
