q q_max q_time hits q_time/hits k 
1 31 0.636338 1 0.636338 6399937
2 31 1.348691 2 0.674345 12812033
3 31 2.052172 3 0.684057 19258689
4 31 3.527016 5 0.705403 32270785
5 31 4.352320 6 0.725387 38602049
6 31 5.900178 8 0.737522 51682369
7 31 6.784813 9 0.753868 58170497
8 31 8.505762 11 0.773251 71091457
9 31 10.231114 13 0.787009 84159105
10 31 11.167928 14 0.797709 90514817
11 31 12.917847 16 0.807365 103113921
12 31 14.703895 18 0.816883 115780481
13 31 15.766485 19 0.829815 122636289
14 31 17.616988 21 0.838904 136072129
15 31 19.756397 23 0.858974 151258881
16 31 21.339345 25 0.853574 161455745
17 31 22.540353 26 0.866937 168517505
18 31 24.412338 28 0.871869 180192705
19 31 26.674115 30 0.889137 195769473
20 31 28.485100 32 0.890159 207376961
21 31 30.594597 34 0.899841 222711937
22 31 32.821924 36 0.911720 236613889
23 31 34.754460 38 0.914591 250913217
24 31 37.471351 40 0.936784 270789889
25 31 38.295623 42 0.911801 273544577
26 31 43.062777 44 0.978699 288030977
27 31 45.390963 46 0.986760 298347137
28 31 47.057803 48 0.980371 310416769
29 31 49.682420 50 0.993648 323418945
30 31 51.439663 52 0.989224 339768577
31 31 56.147149 53 1.059380 362659649
725.438
