q q_max q_time hits q_time/hits k 
1 31 0.652978 1 0.652978 6399937
2 31 1.367082 2 0.683541 12826433
3 31 2.047600 3 0.682533 19299265
4 31 3.529263 5 0.705853 32073345
5 31 4.343745 6 0.723958 38535937
6 31 5.935288 8 0.741911 51982721
7 31 6.751922 9 0.750214 57979777
8 31 8.543177 11 0.776652 72328385
9 31 10.173963 13 0.782613 84060417
10 31 11.311947 14 0.807996 92227969
11 31 12.947263 16 0.809204 103717057
12 31 14.691711 18 0.816206 116084545
13 31 15.675984 19 0.825052 122439809
14 31 17.500276 21 0.833346 135366657
15 31 19.458335 23 0.846015 149014721
16 31 21.326682 25 0.853067 161818177
17 31 22.406286 26 0.861780 167736321
18 31 24.400704 28 0.871454 180642113
19 31 26.282469 30 0.876082 193371713
20 31 30.492271 32 0.952883 224442433
21 31 30.359685 34 0.892932 220343233
22 31 32.181809 36 0.893939 232243649
23 31 35.296394 38 0.928852 255129665
24 31 37.213304 40 0.930333 270805121
25 31 38.437436 42 0.915177 272548609
26 31 40.397419 44 0.918123 284386369
27 31 42.535540 46 0.924686 297322945
28 31 44.808513 48 0.933511 312703233
29 31 47.157883 50 0.943158 322962497
30 31 49.482389 52 0.951584 336199873
31 31 49.673761 53 0.937241 346099713
707.383
