q q_max q_time hits q_time/hits k 
1 31 0.848329 1 0.848329 6399937
2 31 1.366656 2 0.683328 12842497
3 31 2.011138 3 0.670379 19322369
4 31 3.481837 5 0.696367 32118785
5 31 4.295065 6 0.715844 38620161
6 31 5.825875 8 0.728234 51511297
7 31 6.668964 9 0.740996 57890497
8 31 8.346858 11 0.758805 71552641
9 31 10.195305 13 0.784254 85478465
10 31 11.093761 14 0.792411 91468417
11 31 12.745044 16 0.796565 102987457
12 31 14.514539 18 0.806363 115928385
13 31 15.556968 19 0.818788 123012481
14 31 17.652781 21 0.840609 138418753
15 31 19.079682 23 0.829551 148084225
16 31 20.987795 25 0.839512 161532225
17 31 22.166023 26 0.852539 167623809
18 31 24.400181 28 0.871435 180996673
19 31 26.264245 30 0.875475 193328065
20 31 28.282579 32 0.883831 206649985
21 31 30.681359 34 0.902393 223172929
22 31 32.347756 36 0.898549 232736001
23 31 34.398217 38 0.905216 248509249
24 31 37.457210 40 0.936430 273082113
25 31 39.830854 42 0.948354 275600641
26 31 40.455029 44 0.919432 285099585
27 31 42.939035 46 0.933457 299604481
28 31 44.898592 48 0.935387 309681281
29 31 47.742582 50 0.954852 323849281
30 31 49.066109 52 0.943579 339211137
31 31 51.032333 53 0.962874 348354625
706.633
