q q_max q_time hits q_time/hits k 
1 31 0.624222 1 0.624222 6399937
2 31 1.313718 2 0.656859 12800769
3 31 2.011695 3 0.670565 19235009
4 31 3.453114 5 0.690623 32130817
5 31 4.265423 6 0.710904 38614913
6 31 5.761732 8 0.720216 51542657
7 31 6.653793 9 0.739310 57964929
8 31 8.252334 11 0.750212 70799937
9 31 10.046688 13 0.772822 84260481
10 31 10.992430 14 0.785174 90832257
11 31 12.711682 16 0.794480 103468417
12 31 14.670329 18 0.815018 118060993
13 31 15.460066 19 0.813688 122577089
14 31 17.231025 21 0.820525 135277569
15 31 19.182783 23 0.834034 149441985
16 31 22.952320 25 0.918093 179423169
17 31 22.179223 26 0.853047 169052097
18 31 24.011506 28 0.857554 180639425
19 31 25.993681 30 0.866456 194797825
20 31 28.213151 32 0.881661 210450945
21 31 31.247472 34 0.919043 232289409
22 31 31.844918 36 0.884581 232756289
23 31 33.932319 38 0.892956 247051329
24 31 35.285291 40 0.882132 258535297
25 31 39.252055 42 0.934573 272545985
26 31 40.021179 44 0.909572 285189569
27 31 43.110719 46 0.937190 300925377
28 31 44.138472 48 0.919551 312605633
29 31 47.483431 50 0.949669 329091265
30 31 49.945045 52 0.960482 344359233
31 31 48.235489 53 0.910104 343167297
700.478
