q q_max q_time hits q_time/hits k 
1 31 0.641589 1 0.641589 6399937
2 31 1.336506 2 0.668253 12846657
3 31 2.036807 3 0.678936 19251713
4 31 3.492032 5 0.698406 32145025
5 31 4.317374 6 0.719562 38835393
6 31 5.843043 8 0.730380 51473473
7 31 6.728936 9 0.747660 57968001
8 31 8.345445 11 0.758677 70644481
9 31 10.200940 13 0.784688 85007233
10 31 11.017940 14 0.786996 90198977
11 31 12.899278 16 0.806205 103540353
12 31 14.614891 18 0.811938 116492929
13 31 15.545191 19 0.818168 122360577
14 31 17.426463 21 0.829832 135602241
15 31 19.256388 23 0.837234 148678273
16 31 21.031130 25 0.841245 161103745
17 31 22.719223 26 0.873816 170636993
18 31 24.220424 28 0.865015 180422721
19 31 26.643901 30 0.888130 197742209
20 31 28.476698 32 0.889897 208349249
21 31 30.811838 34 0.906231 225599425
22 31 32.294492 36 0.897069 232739009
23 31 34.049033 38 0.896027 245947777
24 31 36.131504 40 0.903288 262459393
25 31 39.639720 42 0.943803 277638401
26 31 40.172328 44 0.913007 284500481
27 31 43.276543 46 0.940794 303018113
28 31 46.127807 48 0.960996 315634433
29 31 46.095710 50 0.921914 322932673
30 31 47.960589 52 0.922319 336860993
31 31 49.878827 53 0.941110 348559937
703.233
