q q_max q_time hits q_time/hits k 
1 31 0.637467 1 0.637467 6399937
2 31 1.336874 2 0.668437 12827713
3 31 2.015840 3 0.671947 19282625
4 31 3.448921 5 0.689784 32090305
5 31 4.661317 6 0.776886 38695873
6 31 5.855187 8 0.731898 52385921
7 31 6.641047 9 0.737894 58035265
8 31 8.308016 11 0.755274 70661121
9 31 13.471787 13 1.036291 84153665
10 31 10.955784 14 0.782556 90637953
11 31 12.931167 16 0.808198 102882369
12 31 14.558751 18 0.808819 116260801
13 31 17.419215 19 0.916801 122807809
14 31 17.538022 21 0.835144 136538561
15 31 21.174194 23 0.920617 153594049
16 31 22.591659 25 0.903666 161022017
17 31 22.441141 26 0.863121 168549953
18 31 24.549428 28 0.876765 180663169
19 31 29.931549 30 0.997718 193793025
20 31 29.496482 32 0.921765 206528897
21 31 30.910700 34 0.909138 222114881
22 31 32.196975 36 0.894360 235016833
23 31 36.283496 38 0.954829 254368129
24 31 36.102745 40 0.902569 260916993
25 31 42.859135 42 1.020456 273973761
26 31 42.629621 44 0.968855 285528257
27 31 43.933999 46 0.955087 298633089
28 31 46.358414 48 0.965800 315691009
29 31 49.632826 50 0.992657 340004353
30 31 52.132470 52 1.002547 342365633
31 31 51.594938 53 0.973489 345560257
734.6
