q q_max q_time hits q_time/hits k 
1 31 0.634393 1 0.634393 6399937
2 31 1.346523 2 0.673261 12854785
3 31 1.999396 3 0.666465 19255745
4 31 3.435605 5 0.687121 32071361
5 31 4.269665 6 0.711611 38524609
6 31 5.787036 8 0.723379 51769793
7 31 6.609131 9 0.734348 57959297
8 31 8.259630 11 0.750875 70610177
9 31 10.045319 13 0.772717 83828289
10 31 10.976235 14 0.784017 90409409
11 31 12.733125 16 0.795820 103345537
12 31 14.517836 18 0.806546 116266625
13 31 15.603274 19 0.821225 123709249
14 31 17.368196 21 0.827057 136436417
15 31 19.213998 23 0.835391 149575425
16 31 21.996444 25 0.879858 171432833
17 31 22.191701 26 0.853527 167854977
18 31 24.015444 28 0.857694 180632321
19 31 26.182757 30 0.872759 195679105
20 31 29.367291 32 0.917728 218218945
21 31 29.988398 34 0.882012 219814721
22 31 32.306553 36 0.897404 237390721
23 31 34.280460 38 0.902117 250317313
24 31 35.312894 40 0.882822 258973697
25 31 39.835711 42 0.948469 275851137
26 31 41.128753 44 0.934744 289397505
27 31 42.021505 46 0.913511 297440385
28 31 44.268622 48 0.922263 311267969
29 31 45.805516 50 0.916110 322491457
30 31 49.242106 52 0.946964 339064129
31 31 50.812663 53 0.958729 350451585
701.556
