q q_max q_time hits q_time/hits k 
1 31 0.633756 1 0.633756 6399937
2 31 1.335519 2 0.667759 12800641
3 31 1.998511 3 0.666170 19263937
4 31 3.458259 5 0.691652 32159937
5 31 4.262011 6 0.710335 38538113
6 31 5.800641 8 0.725080 51795905
7 31 6.699292 9 0.744366 57883137
8 31 8.277064 11 0.752460 70939457
9 31 10.046891 13 0.772838 84058561
10 31 10.896615 14 0.778330 90056833
11 31 12.731801 16 0.795738 103511425
12 31 14.914585 18 0.828588 119602817
13 31 15.565774 19 0.819251 123182209
14 31 17.296696 21 0.823652 135045377
15 31 19.209955 23 0.835215 148428609
16 31 21.422491 25 0.856900 163447681
17 31 22.260637 26 0.856178 167639745
18 31 24.670014 28 0.881072 182985153
19 31 26.268784 30 0.875626 193621185
20 31 28.300248 32 0.884383 206708481
21 31 30.457700 34 0.895815 219432833
22 31 34.206919 36 0.950192 244945985
23 31 35.449783 38 0.932889 251186817
24 31 37.828999 40 0.945725 266343809
25 31 39.054947 42 0.929880 271698049
26 31 41.180036 44 0.935910 284344321
27 31 43.968909 46 0.955846 297643841
28 31 45.678153 48 0.951628 310017409
29 31 49.013697 50 0.980274 325318465
30 31 53.685919 52 1.032422 350616257
31 31 52.350151 53 0.987739 344063937
718.925
