q q_max q_time hits q_time/hits k 
1 31 0.641850 1 0.641850 6399937
2 31 1.314475 2 0.657237 12842689
3 31 2.056285 3 0.685428 19285441
4 31 3.537683 5 0.707537 32183489
5 31 4.374971 6 0.729162 38684353
6 31 5.869338 8 0.733667 51446465
7 31 6.742024 9 0.749114 58221185
8 31 8.389842 11 0.762713 71241025
9 31 10.245263 13 0.788097 85076993
10 31 11.105290 14 0.793235 90316673
11 31 13.210787 16 0.825674 106193473
12 31 14.678445 18 0.815469 116113153
13 31 15.657084 19 0.824057 122237057
14 31 17.471994 21 0.832000 135045761
15 31 20.370682 23 0.885682 156022849
16 31 21.790949 25 0.871638 164670977
17 31 22.791996 26 0.876615 169896705
18 31 25.248288 28 0.901725 184931457
19 31 27.079768 30 0.902659 196973313
20 31 28.673041 32 0.896033 206397185
21 31 31.790725 34 0.935021 226287297
22 31 33.005502 36 0.916820 232795265
23 31 34.945668 38 0.919623 245560193
24 31 39.720432 40 0.993011 276709889
25 31 41.245029 42 0.982024 271621057
26 31 43.981613 44 0.999582 291987329
27 31 44.199939 46 0.960868 297047489
28 31 46.748156 48 0.973920 314429185
29 31 48.713589 50 0.974272 323355073
30 31 52.186749 52 1.003591 339022913
31 31 52.285863 53 0.986526 345396481
730.074
