q q_max q_time hits q_time/hits k 
1 31 0.638811 1 0.638811 6399937
2 31 1.327360 2 0.663680 12818689
3 31 2.012289 3 0.670763 19265345
4 31 3.497485 5 0.699497 32328321
5 31 4.284817 6 0.714136 38633473
6 31 5.796762 8 0.724595 51509825
7 31 6.689244 9 0.743249 58288385
8 31 8.293434 11 0.753949 70726273
9 31 10.042671 13 0.772513 84011585
10 31 10.966676 14 0.783334 90155521
11 31 12.865513 16 0.804095 103237825
12 31 14.510175 18 0.806121 116154817
13 31 16.842149 19 0.886429 122408705
14 31 19.620997 21 0.934333 136282433
15 31 21.069626 23 0.916071 148058497
16 31 21.948043 25 0.877922 162144257
17 31 23.068918 26 0.887266 168207425
18 31 25.309581 28 0.903914 181274049
19 31 27.290358 30 0.909679 194190081
20 31 29.576427 32 0.924263 216329793
21 31 30.902663 34 0.908902 218915265
22 31 32.896158 36 0.913782 234602497
23 31 36.574529 38 0.962488 247977089
24 31 36.528698 40 0.913217 261732801
25 31 40.094142 42 0.954622 273098433
26 31 41.754991 44 0.948977 285498561
27 31 43.939776 46 0.955213 298059457
28 31 47.780637 48 0.995430 316459649
29 31 46.945278 50 0.938906 322666945
30 31 51.850108 52 0.997117 339962753
31 31 52.574988 53 0.991981 343361153
727.494
