q q_max q_time hits q_time/hits k 
1 31 0.660921 1 0.660921 6399937
2 31 1.341772 2 0.670886 12817281
3 31 2.006994 3 0.668998 19334849
4 31 3.480265 5 0.696053 32434305
5 31 4.257184 6 0.709531 38566273
6 31 5.835361 8 0.729420 51490817
7 31 6.680982 9 0.742331 58006017
8 31 8.272375 11 0.752034 71004225
9 31 10.005654 13 0.769666 84093633
10 31 10.890780 14 0.777913 90004481
11 31 12.685516 16 0.792845 103055041
12 31 14.509231 18 0.806068 116798337
13 31 15.449355 19 0.813124 122850753
14 31 17.283983 21 0.823047 135811777
15 31 19.007950 23 0.826433 148071361
16 31 20.904066 25 0.836163 161415041
17 31 22.243917 26 0.855535 168832321
18 31 24.259573 28 0.866413 182104321
19 31 25.985380 30 0.866179 193420161
20 31 28.071267 32 0.877227 207772993
21 31 30.117849 34 0.885819 221551297
22 31 31.978522 36 0.888292 233605057
23 31 33.735815 38 0.887785 246098113
24 31 35.441469 40 0.886037 258847169
25 31 37.968489 42 0.904012 273670401
26 31 42.291045 44 0.961160 293161985
27 31 41.847642 46 0.909731 297251905
28 31 45.093672 48 0.939451 309344705
29 31 47.795037 50 0.955901 329673793
30 31 48.051034 52 0.924058 335995329
31 31 48.454615 53 0.914238 343606849
696.608
