q q_max q_time hits q_time/hits k 
1 31 0.637171 1 0.637171 6399937
2 31 1.313589 2 0.656794 12800961
3 31 2.011194 3 0.670398 19272769
4 31 3.485700 5 0.697140 32396161
5 31 4.274989 6 0.712498 38600001
6 31 5.832668 8 0.729083 52102465
7 31 6.625742 9 0.736194 57917441
8 31 8.296334 11 0.754212 70874305
9 31 9.999610 13 0.769201 83838017
10 31 11.004540 14 0.786039 90995585
11 31 12.735901 16 0.795994 103418561
12 31 14.482159 18 0.804564 116181057
13 31 15.424468 19 0.811814 122278017
14 31 17.623471 21 0.839213 138745537
15 31 19.691132 23 0.856136 153788353
16 31 21.292947 25 0.851718 164392449
17 31 22.118402 26 0.850708 167406977
18 31 24.176688 28 0.863453 180850305
19 31 26.353351 30 0.878445 196194241
20 31 28.087589 32 0.877737 207214209
21 31 30.130488 34 0.886191 220042881
22 31 31.933134 36 0.887031 232369153
23 31 34.279418 38 0.902090 247798593
24 31 35.565060 40 0.889126 257946369
25 31 38.307751 42 0.912089 271896065
26 31 42.058138 44 0.955867 291110337
27 31 42.419578 46 0.922165 297159041
28 31 44.197077 48 0.920772 310422913
29 31 47.617170 50 0.952343 326891073
30 31 48.919226 52 0.940754 338291009
31 31 52.334096 53 0.987436 358307585
703.229
