q q_max q_time hits q_time/hits k 
1 31 0.640390 1 0.640390 6399937
2 31 1.346090 2 0.673045 12837121
3 31 2.039809 3 0.679936 19301121
4 31 3.473099 5 0.694620 32299009
5 31 4.258119 6 0.709686 38527105
6 31 5.798527 8 0.724816 51844417
7 31 6.646593 9 0.738510 58093697
8 31 8.313450 11 0.755768 71247681
9 31 10.363520 13 0.797194 87380993
10 31 10.887942 14 0.777710 90205313
11 31 12.732792 16 0.795799 103509697
12 31 14.450186 18 0.802788 116080513
13 31 15.467139 19 0.814060 122745025
14 31 17.314733 21 0.824511 135851201
15 31 19.147827 23 0.832514 148803585
16 31 21.068600 25 0.842744 162231105
17 31 22.088993 26 0.849577 167848449
18 31 24.125937 28 0.861641 181020289
19 31 26.208918 30 0.873631 195144705
20 31 31.315083 32 0.978596 207235073
21 31 32.960806 34 0.969435 220312513
22 31 36.811488 36 1.022541 232247681
23 31 35.251820 38 0.927679 249885825
24 31 35.554506 40 0.888863 259571201
25 31 40.986706 42 0.975874 272890881
26 31 44.978855 44 1.022247 293781633
27 31 48.424518 46 1.052707 305293569
28 31 44.251802 48 0.921913 310998401
29 31 47.624726 50 0.952495 324187329
30 31 49.588422 52 0.953623 340503873
31 31 50.320356 53 0.949441 343760001
724.442
