q q_max q_time hits q_time/hits k 
1 31 0.641031 1 0.641031 6399937
2 31 1.299635 2 0.649817 12879169
3 31 2.017128 3 0.672376 19313793
4 31 3.481155 5 0.696231 32099521
5 31 4.297902 6 0.716317 38595649
6 31 6.874697 8 0.859337 51455553
7 31 6.693840 9 0.743760 58337281
8 31 8.357227 11 0.759748 71438017
9 31 10.033969 13 0.771844 83665025
10 31 11.095841 14 0.792560 91433217
11 31 12.736071 16 0.796004 103037953
12 31 14.547655 18 0.808203 116266433
13 31 15.794900 19 0.831311 125227521
14 31 17.378296 21 0.827538 135659841
15 31 19.380691 23 0.842639 150867585
16 31 21.758895 25 0.870356 168054337
17 31 22.296032 26 0.857540 168287745
18 31 24.188147 28 0.863862 180407873
19 31 26.181659 30 0.872722 194389313
20 31 28.167088 32 0.880221 206439105
21 31 30.272337 34 0.890363 221704833
22 31 32.218427 36 0.894956 232899713
23 31 34.236669 38 0.900965 247405569
24 31 36.777027 40 0.919426 269034177
25 31 40.480237 42 0.963815 277914625
26 31 40.384280 44 0.917825 285326017
27 31 42.048571 46 0.914099 297028225
28 31 45.302555 48 0.943803 310806913
29 31 48.077430 50 0.961549 325596865
30 31 49.861224 52 0.958870 338284801
31 31 49.479077 53 0.933567 346690049
706.36
