q q_max q_time hits q_time/hits k 
1 31 1.932437 1 1.932437 6399937
2 31 1.757708 2 0.878854 12806145
3 31 2.012434 3 0.670811 19253569
4 31 3.482751 5 0.696550 32230721
5 31 4.291920 6 0.715320 38517441
6 31 5.822925 8 0.727866 51489537
7 31 6.664352 9 0.740484 57791297
8 31 8.315126 11 0.755921 71021121
9 31 10.082411 13 0.775570 83841921
10 31 10.996484 14 0.785463 90176705
11 31 12.857939 16 0.803621 103768577
12 31 14.643680 18 0.813538 116519937
13 31 15.628495 19 0.822552 122812609
14 31 17.728087 21 0.844195 137648129
15 31 19.390594 23 0.843069 148774145
16 31 21.278965 25 0.851159 161266177
17 31 23.052197 26 0.886623 171239169
18 31 24.509580 28 0.875342 180274817
19 31 26.690648 30 0.889688 194657409
20 31 28.548220 32 0.892132 206536705
21 31 30.717046 34 0.903443 219922625
22 31 32.869347 36 0.913037 232882881
23 31 35.249202 38 0.927611 248278209
24 31 38.634663 40 0.965867 272003841
25 31 42.131082 42 1.003121 281200193
26 31 41.846185 44 0.951050 284783105
27 31 44.914701 46 0.976407 301890369
28 31 45.710639 48 0.952305 310362369
29 31 48.780546 50 0.975611 325742465
30 31 51.515055 52 0.990674 339005633
31 31 51.803752 53 0.977429 343655937
723.859
