run: 937 | L: 8 | REP: 10000 | skip: 64 | workers: 11 (+1 root) | REP per worker 909 | Lattice SS
Sun Feb  7 21:40:25 2021 | q: 0/31 | q_time: 0.027202s | E: 1 | q_time/E: 0.027202s | shuffle time: 0.000000s
Sun Feb  7 21:40:25 2021 | q: 1/31 | q_time: 0.024646s | E: 1 | q_time/E: 0.024646s | shuffle time: 0.000404s
Sun Feb  7 21:40:25 2021 | q: 2/31 | q_time: 0.024160s | E: 2 | q_time/E: 0.012080s | shuffle time: 0.000425s
Sun Feb  7 21:40:25 2021 | q: 3/31 | q_time: 0.048254s | E: 3 | q_time/E: 0.016085s | shuffle time: 0.000414s
Sun Feb  7 21:40:25 2021 | q: 4/31 | q_time: 0.074452s | E: 5 | q_time/E: 0.014890s | shuffle time: 0.000423s
Sun Feb  7 21:40:25 2021 | q: 5/31 | q_time: 0.098573s | E: 6 | q_time/E: 0.016429s | shuffle time: 0.000430s
Sun Feb  7 21:40:25 2021 | q: 6/31 | q_time: 0.130530s | E: 8 | q_time/E: 0.016316s | shuffle time: 0.000430s
Sun Feb  7 21:40:25 2021 | q: 7/31 | q_time: 0.082434s | E: 9 | q_time/E: 0.009159s | shuffle time: 0.000430s
Sun Feb  7 21:40:25 2021 | q: 8/31 | q_time: 0.125428s | E: 11 | q_time/E: 0.011403s | shuffle time: 0.000430s
Sun Feb  7 21:40:26 2021 | q: 9/31 | q_time: 0.133698s | E: 13 | q_time/E: 0.010284s | shuffle time: 0.000427s
Sun Feb  7 21:40:26 2021 | q: 10/31 | q_time: 0.165886s | E: 14 | q_time/E: 0.011849s | shuffle time: 0.000430s
Sun Feb  7 21:40:26 2021 | q: 11/31 | q_time: 0.175024s | E: 16 | q_time/E: 0.010939s | shuffle time: 0.000428s
Sun Feb  7 21:40:26 2021 | q: 12/31 | q_time: 0.195130s | E: 18 | q_time/E: 0.010841s | shuffle time: 0.000427s
Sun Feb  7 21:40:26 2021 | q: 13/31 | q_time: 0.174920s | E: 19 | q_time/E: 0.009206s | shuffle time: 0.000424s
Sun Feb  7 21:40:27 2021 | q: 14/31 | q_time: 0.242953s | E: 21 | q_time/E: 0.011569s | shuffle time: 0.000423s
Sun Feb  7 21:40:27 2021 | q: 15/31 | q_time: 0.254285s | E: 23 | q_time/E: 0.011056s | shuffle time: 0.000425s
Sun Feb  7 21:40:27 2021 | q: 16/31 | q_time: 0.373363s | E: 25 | q_time/E: 0.014935s | shuffle time: 0.000401s
Sun Feb  7 21:40:28 2021 | q: 17/31 | q_time: 0.296563s | E: 26 | q_time/E: 0.011406s | shuffle time: 0.000426s
Sun Feb  7 21:40:28 2021 | q: 18/31 | q_time: 0.463155s | E: 28 | q_time/E: 0.016541s | shuffle time: 0.000428s
Sun Feb  7 21:40:28 2021 | q: 19/31 | q_time: 0.434650s | E: 30 | q_time/E: 0.014488s | shuffle time: 0.000430s
Sun Feb  7 21:40:29 2021 | q: 20/31 | q_time: 0.506109s | E: 32 | q_time/E: 0.015816s | shuffle time: 0.000432s
Sun Feb  7 21:40:29 2021 | q: 21/31 | q_time: 0.438024s | E: 34 | q_time/E: 0.012883s | shuffle time: 0.000435s
Sun Feb  7 21:40:30 2021 | q: 22/31 | q_time: 0.625827s | E: 36 | q_time/E: 0.017384s | shuffle time: 0.000433s
Sun Feb  7 21:40:31 2021 | q: 23/31 | q_time: 0.623824s | E: 38 | q_time/E: 0.016416s | shuffle time: 0.000431s
Sun Feb  7 21:40:31 2021 | q: 24/31 | q_time: 0.653041s | E: 40 | q_time/E: 0.016326s | shuffle time: 0.000423s
Sun Feb  7 21:40:32 2021 | q: 25/31 | q_time: 0.619320s | E: 42 | q_time/E: 0.014746s | shuffle time: 0.000432s
Sun Feb  7 21:40:32 2021 | q: 26/31 | q_time: 0.537547s | E: 44 | q_time/E: 0.012217s | shuffle time: 0.000432s
Sun Feb  7 21:40:33 2021 | q: 27/31 | q_time: 0.615703s | E: 46 | q_time/E: 0.013385s | shuffle time: 0.000430s
Sun Feb  7 21:40:34 2021 | q: 28/31 | q_time: 0.550635s | E: 48 | q_time/E: 0.011472s | shuffle time: 0.000426s
Sun Feb  7 21:40:34 2021 | q: 29/31 | q_time: 0.610153s | E: 50 | q_time/E: 0.012203s | shuffle time: 0.000425s
Sun Feb  7 21:40:35 2021 | q: 30/31 | q_time: 0.759103s | E: 52 | q_time/E: 0.014598s | shuffle time: 0.000423s
Sun Feb  7 21:40:36 2021 | q: 31/31 | q_time: 0.700395s | E: 53 | q_time/E: 0.013215s | shuffle time: 0.000425s
