run: 13 | L: 4 | f_final: 1+1E-7 | flatness: 70 | dim: 2D | lattice: SS
Fri Jun 18 15:08:59 2021 | f: 1+1E0.235094/1+1E-7 | sweeps: 10000 | flat time: 0.005426s
Fri Jun 18 15:08:59 2021 | f: 1+1E-0.187942/1+1E-7 | sweeps: 10000 | flat time: 0.005567s
Fri Jun 18 15:08:59 2021 | f: 1+1E-0.546643/1+1E-7 | sweeps: 10000 | flat time: 0.005815s
Fri Jun 18 15:08:59 2021 | f: 1+1E-0.875664/1+1E-7 | sweeps: 10000 | flat time: 0.006024s
Fri Jun 18 15:08:59 2021 | f: 1+1E-1.190478/1+1E-7 | sweeps: 10000 | flat time: 0.005932s
Fri Jun 18 15:08:59 2021 | f: 1+1E-1.498346/1+1E-7 | sweeps: 10000 | flat time: 0.005986s
Fri Jun 18 15:08:59 2021 | f: 1+1E-1.802783/1+1E-7 | sweeps: 10000 | flat time: 0.005998s
Fri Jun 18 15:08:59 2021 | f: 1+1E-2.105512/1+1E-7 | sweeps: 10000 | flat time: 0.005960s
Fri Jun 18 15:08:59 2021 | f: 1+1E-2.407391/1+1E-7 | sweeps: 10000 | flat time: 0.005951s
Fri Jun 18 15:08:59 2021 | f: 1+1E-2.708846/1+1E-7 | sweeps: 10000 | flat time: 0.005963s
Fri Jun 18 15:08:59 2021 | f: 1+1E-3.010088/1+1E-7 | sweeps: 10000 | flat time: 0.005912s
Fri Jun 18 15:08:59 2021 | f: 1+1E-3.311224/1+1E-7 | sweeps: 10000 | flat time: 0.005981s
Fri Jun 18 15:08:59 2021 | f: 1+1E-3.612307/1+1E-7 | sweeps: 10000 | flat time: 0.005931s
Fri Jun 18 15:08:59 2021 | f: 1+1E-3.913363/1+1E-7 | sweeps: 10000 | flat time: 0.005768s
Fri Jun 18 15:08:59 2021 | f: 1+1E-4.214407/1+1E-7 | sweeps: 10000 | flat time: 0.005742s
Fri Jun 18 15:08:59 2021 | f: 1+1E-4.515443/1+1E-7 | sweeps: 10000 | flat time: 0.005776s
Fri Jun 18 15:08:59 2021 | f: 1+1E-4.816477/1+1E-7 | sweeps: 10000 | flat time: 0.005718s
Fri Jun 18 15:08:59 2021 | f: 1+1E-5.117508/1+1E-7 | sweeps: 10000 | flat time: 0.005735s
Fri Jun 18 15:08:59 2021 | f: 1+1E-5.418539/1+1E-7 | sweeps: 10000 | flat time: 0.005768s
Fri Jun 18 15:08:59 2021 | f: 1+1E-5.719570/1+1E-7 | sweeps: 10000 | flat time: 0.005750s
Fri Jun 18 15:08:59 2021 | f: 1+1E-6.020600/1+1E-7 | sweeps: 10000 | flat time: 0.005765s
Fri Jun 18 15:08:59 2021 | f: 1+1E-6.321630/1+1E-7 | sweeps: 10000 | flat time: 0.005786s
Fri Jun 18 15:08:59 2021 | f: 1+1E-6.622660/1+1E-7 | sweeps: 10000 | flat time: 0.005802s
Fri Jun 18 15:08:59 2021 | f: 1+1E-6.923690/1+1E-7 | sweeps: 10000 | flat time: 0.005739s
