q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.059575 1 0.059575 1275318 1275291 0 1
1 63 0.025091 1 0.025091 1275318 1275291 0 1
2 63 0.046494 2 0.023247 2563382 1812758 750597 0
3 63 0.068072 3 0.022691 3860774 2562251 1298496 0
4 63 0.136317 5 0.027263 6562896 3736411 2826458 0
5 63 0.169811 7 0.024259 9256703 5013547 4243129 0
6 63 0.220361 9 0.024485 12013920 6360718 5653175 0
7 63 0.274437 11 0.024949 14482684 7536794 6945863 0
8 63 0.469113 14 0.033508 21040159 10426215 10613917 0
9 63 0.431035 16 0.026940 21487159 10572146 10914986 0
10 63 0.527694 18 0.029316 25194837 12601271 12593539 0
11 63 0.734956 21 0.034998 31192133 15120492 16071614 0
12 63 0.678553 23 0.029502 32092207 15757070 16335110 0
13 63 0.962298 26 0.037011 38508185 18633159 19874999 0
14 63 1.199183 29 0.041351 49779602 23911071 25868504 0
15 63 1.243490 32 0.038859 59058692 28172196 30886469 0
16 63 2.280772 35 0.065165 106748366 51452796 55295543 0
17 63 2.346608 37 0.063422 110048241 53847246 56200968 0
18 63 2.614924 40 0.065373 107837297 51901787 55935483 0
19 63 1.582441 42 0.037677 78865336 38140537 40724772 0
20 63 2.389062 45 0.053090 110726152 53997339 56728786 0
21 63 3.328771 48 0.069349 127339079 61823117 65515935 0
22 63 4.217230 51 0.082691 169395268 82141698 87253543 0
23 63 8.755806 54 0.162145 377906316 183045483 194860806 0
24 63 4.302092 57 0.075475 191126320 92689359 98436934 0
25 63 3.073311 59 0.052090 143834655 69910462 73924166 0
26 63 3.735631 62 0.060252 154382078 74717785 79664266 0
27 63 3.829657 65 0.058918 170576196 82395853 88180316 0
28 63 6.596958 69 0.095608 243577763 116555835 127021901 0
29 63 4.328457 72 0.060117 201439091 95196920 106242144 0
30 63 12.023177 75 0.160309 525423792 251082436 274341329 0
31 63 10.803905 79 0.136758 463133676 218065599 245068050 0
32 63 7.402710 82 0.090277 347237598 163943725 183293846 0
33 63 8.878425 85 0.104452 447248280 211126992 236121261 0
34 63 10.059426 89 0.113027 420600076 197491382 223108667 0
35 63 11.565455 92 0.125711 402262906 188008097 214254782 0
36 63 15.757070 96 0.164136 774949681 362732801 412216853 0
37 63 18.109619 99 0.182925 883549413 411297067 472252319 0
38 63 9.197307 102 0.090170 436686409 202249144 234437238 0
39 63 11.193640 105 0.106606 500825728 231177890 269647811 0
40 63 12.327235 109 0.113094 611919238 280671726 331247485 0
41 63 22.263485 112 0.198781 1025207343 469525785 555681531 0
42 63 17.158198 115 0.149202 756494970 343675701 412819242 0
43 63 25.323893 119 0.212806 734514221 331478048 403036146 0
44 63 19.132504 122 0.156824 689512346 310824985 378687334 0
45 63 39.568070 125 0.316545 1673467329 749898084 923569218 0
46 63 40.160872 129 0.311325 1425758323 634558225 791200071 0
47 63 37.039229 132 0.280600 1831576816 807719625 1023857164 0
48 63 88.145872 136 0.648131 3488036692 1526641976 1961394689 0
49 63 69.959197 139 0.503304 1906381168 825387368 1080993773 0
50 63 34.151658 142 0.240505 987874588 422543334 565331227 0
51 63 10.882371 145 0.075051 482887702 204867543 278020132 0
52 63 21.888486 149 0.146903 656327539 275683753 380643759 0
53 63 232.618840 153 1.520385 11239571461 4688168756 6551402678 0
54 63 87.488754 157 0.557253 3735290202 1535024891 2200265284 0
55 63 44.049880 161 0.273602 1810637841 732808446 1077829368 0
56 63 590.099476 165 3.576360 18127056343 7287004724 10840051592 0
57 63 119.422548 168 0.710848 3695768726 1463686096 2232082603 0
58 63 109.366037 172 0.635849 3233292521 1261792841 1971499653 0
59 63 39.125792 174 0.224861 1184205776 457560215 726645534 0
60 63 79.530884 177 0.449327 1744908409 667785591 1077122791 0
61 63 149.818123 180 0.832323 2905941141 1097946791 1807994323 0
62 63 245.571947 183 1.341923 5155909170 1923793302 3232115841 0
63 63 138.434452 185 0.748294 2891378843 1069899127 1821479689 0
2449.2
