run: 21 | L: 4 | REP: 10000 | skip: 128 | workers: 27 (+1 root) | REP per worker 370 | Lattice BCC
Fri Feb 19 07:57:33 2021 | q: 0/63 | q_time: 0.058825s | E: 1 | q_time/E: 0.058825s | shuffle time: 0.000000s
Fri Feb 19 07:57:33 2021 | q: 1/63 | q_time: 0.022882s | E: 1 | q_time/E: 0.022882s | shuffle time: 0.000859s
Fri Feb 19 07:57:33 2021 | q: 2/63 | q_time: 0.044823s | E: 2 | q_time/E: 0.022411s | shuffle time: 0.001167s
Fri Feb 19 07:57:33 2021 | q: 3/63 | q_time: 0.067508s | E: 3 | q_time/E: 0.022503s | shuffle time: 0.000880s
Fri Feb 19 07:57:33 2021 | q: 4/63 | q_time: 0.125027s | E: 5 | q_time/E: 0.025005s | shuffle time: 0.000891s
Fri Feb 19 07:57:33 2021 | q: 5/63 | q_time: 0.172139s | E: 7 | q_time/E: 0.024591s | shuffle time: 0.000898s
Fri Feb 19 07:57:33 2021 | q: 6/63 | q_time: 0.209485s | E: 9 | q_time/E: 0.023276s | shuffle time: 0.000894s
Fri Feb 19 07:57:34 2021 | q: 7/63 | q_time: 0.300457s | E: 11 | q_time/E: 0.027314s | shuffle time: 0.000891s
Fri Feb 19 07:57:34 2021 | q: 8/63 | q_time: 0.401664s | E: 14 | q_time/E: 0.028690s | shuffle time: 0.000890s
Fri Feb 19 07:57:34 2021 | q: 9/63 | q_time: 0.443809s | E: 16 | q_time/E: 0.027738s | shuffle time: 0.000893s
Fri Feb 19 07:57:35 2021 | q: 10/63 | q_time: 0.492791s | E: 18 | q_time/E: 0.027377s | shuffle time: 0.000895s
Fri Feb 19 07:57:36 2021 | q: 11/63 | q_time: 0.811009s | E: 21 | q_time/E: 0.038619s | shuffle time: 0.000895s
Fri Feb 19 07:57:36 2021 | q: 12/63 | q_time: 0.716925s | E: 23 | q_time/E: 0.031171s | shuffle time: 0.000898s
Fri Feb 19 07:57:37 2021 | q: 13/63 | q_time: 0.993904s | E: 26 | q_time/E: 0.038227s | shuffle time: 0.000898s
Fri Feb 19 07:57:38 2021 | q: 14/63 | q_time: 0.988778s | E: 29 | q_time/E: 0.034096s | shuffle time: 0.000896s
Fri Feb 19 07:57:40 2021 | q: 15/63 | q_time: 1.464606s | E: 32 | q_time/E: 0.045769s | shuffle time: 0.000892s
Fri Feb 19 07:57:44 2021 | q: 16/63 | q_time: 4.052377s | E: 35 | q_time/E: 0.115782s | shuffle time: 0.000889s
Fri Feb 19 07:57:46 2021 | q: 17/63 | q_time: 2.530271s | E: 37 | q_time/E: 0.068386s | shuffle time: 0.000894s
Fri Feb 19 07:57:49 2021 | q: 18/63 | q_time: 2.733145s | E: 40 | q_time/E: 0.068329s | shuffle time: 0.000905s
Fri Feb 19 07:57:51 2021 | q: 19/63 | q_time: 1.915741s | E: 42 | q_time/E: 0.045613s | shuffle time: 0.000896s
Fri Feb 19 07:57:53 2021 | q: 20/63 | q_time: 2.116198s | E: 45 | q_time/E: 0.047027s | shuffle time: 0.000895s
Fri Feb 19 07:57:57 2021 | q: 21/63 | q_time: 3.721966s | E: 48 | q_time/E: 0.077541s | shuffle time: 0.000896s
Fri Feb 19 07:58:00 2021 | q: 22/63 | q_time: 2.618385s | E: 51 | q_time/E: 0.051341s | shuffle time: 0.000897s
Fri Feb 19 07:58:09 2021 | q: 23/63 | q_time: 8.974425s | E: 54 | q_time/E: 0.166193s | shuffle time: 0.000897s
Fri Feb 19 07:58:16 2021 | q: 24/63 | q_time: 7.917317s | E: 57 | q_time/E: 0.138900s | shuffle time: 0.000894s
Fri Feb 19 07:58:19 2021 | q: 25/63 | q_time: 2.715214s | E: 59 | q_time/E: 0.046021s | shuffle time: 0.000893s
Fri Feb 19 07:58:23 2021 | q: 26/63 | q_time: 3.350647s | E: 62 | q_time/E: 0.054043s | shuffle time: 0.000891s
Fri Feb 19 07:58:25 2021 | q: 27/63 | q_time: 2.481325s | E: 65 | q_time/E: 0.038174s | shuffle time: 0.000889s
Fri Feb 19 07:58:29 2021 | q: 28/63 | q_time: 4.042573s | E: 69 | q_time/E: 0.058588s | shuffle time: 0.000886s
Fri Feb 19 07:58:34 2021 | q: 29/63 | q_time: 4.585573s | E: 72 | q_time/E: 0.063689s | shuffle time: 0.000886s
Fri Feb 19 07:58:38 2021 | q: 30/63 | q_time: 4.331093s | E: 75 | q_time/E: 0.057748s | shuffle time: 0.000886s
Fri Feb 19 07:58:46 2021 | q: 31/63 | q_time: 8.479470s | E: 79 | q_time/E: 0.107335s | shuffle time: 0.000892s
Fri Feb 19 07:58:58 2021 | q: 32/63 | q_time: 11.578121s | E: 82 | q_time/E: 0.141197s | shuffle time: 0.000893s
Fri Feb 19 07:59:06 2021 | q: 33/63 | q_time: 7.995319s | E: 85 | q_time/E: 0.094063s | shuffle time: 0.000891s
Fri Feb 19 07:59:14 2021 | q: 34/63 | q_time: 8.323861s | E: 89 | q_time/E: 0.093527s | shuffle time: 0.000890s
Fri Feb 19 07:59:21 2021 | q: 35/63 | q_time: 6.401433s | E: 92 | q_time/E: 0.069581s | shuffle time: 0.000889s
Fri Feb 19 07:59:57 2021 | q: 36/63 | q_time: 35.796692s | E: 96 | q_time/E: 0.372882s | shuffle time: 0.000888s
Fri Feb 19 08:00:18 2021 | q: 37/63 | q_time: 21.426816s | E: 99 | q_time/E: 0.216432s | shuffle time: 0.000894s
Fri Feb 19 08:00:28 2021 | q: 38/63 | q_time: 9.595614s | E: 102 | q_time/E: 0.094075s | shuffle time: 0.000890s
Fri Feb 19 08:00:39 2021 | q: 39/63 | q_time: 11.735975s | E: 105 | q_time/E: 0.111771s | shuffle time: 0.000892s
Fri Feb 19 08:00:54 2021 | q: 40/63 | q_time: 14.417147s | E: 109 | q_time/E: 0.132267s | shuffle time: 0.000898s
Fri Feb 19 08:01:08 2021 | q: 41/63 | q_time: 14.698541s | E: 112 | q_time/E: 0.131237s | shuffle time: 0.000892s
Fri Feb 19 08:01:34 2021 | q: 42/63 | q_time: 25.294372s | E: 115 | q_time/E: 0.219951s | shuffle time: 0.000890s
Fri Feb 19 08:01:55 2021 | q: 43/63 | q_time: 21.075105s | E: 119 | q_time/E: 0.177102s | shuffle time: 0.000898s
Fri Feb 19 08:02:08 2021 | q: 44/63 | q_time: 12.872154s | E: 122 | q_time/E: 0.105509s | shuffle time: 0.000888s
Fri Feb 19 08:02:32 2021 | q: 45/63 | q_time: 23.848817s | E: 125 | q_time/E: 0.190791s | shuffle time: 0.000890s
Fri Feb 19 08:03:12 2021 | q: 46/63 | q_time: 40.461114s | E: 129 | q_time/E: 0.313652s | shuffle time: 0.000889s
Fri Feb 19 08:03:47 2021 | q: 47/63 | q_time: 35.326721s | E: 132 | q_time/E: 0.267627s | shuffle time: 0.000897s
Fri Feb 19 08:05:24 2021 | q: 48/63 | q_time: 96.801653s | E: 136 | q_time/E: 0.711777s | shuffle time: 0.000903s
Fri Feb 19 08:06:27 2021 | q: 49/63 | q_time: 63.094891s | E: 139 | q_time/E: 0.453920s | shuffle time: 0.000891s
Fri Feb 19 08:07:09 2021 | q: 50/63 | q_time: 41.367921s | E: 142 | q_time/E: 0.291323s | shuffle time: 0.000991s
Fri Feb 19 08:07:21 2021 | q: 51/63 | q_time: 12.539816s | E: 145 | q_time/E: 0.086481s | shuffle time: 0.000988s
Fri Feb 19 08:08:15 2021 | q: 52/63 | q_time: 54.212848s | E: 149 | q_time/E: 0.363845s | shuffle time: 0.000981s
Fri Feb 19 08:08:53 2021 | q: 53/63 | q_time: 37.337238s | E: 153 | q_time/E: 0.244034s | shuffle time: 0.000979s
Fri Feb 19 08:09:31 2021 | q: 54/63 | q_time: 38.282036s | E: 157 | q_time/E: 0.243835s | shuffle time: 0.000973s
Fri Feb 19 08:10:15 2021 | q: 55/63 | q_time: 44.369282s | E: 161 | q_time/E: 0.275586s | shuffle time: 0.000863s
Fri Feb 19 08:11:16 2021 | q: 56/63 | q_time: 60.565561s | E: 165 | q_time/E: 0.367064s | shuffle time: 0.000876s
Fri Feb 19 08:36:40 2021 | q: 57/63 | q_time: 1524.046831s | E: 168 | q_time/E: 9.071707s | shuffle time: 0.000863s
Fri Feb 19 08:52:56 2021 | q: 58/63 | q_time: 975.606343s | E: 172 | q_time/E: 5.672130s | shuffle time: 0.000859s
Fri Feb 19 08:53:39 2021 | q: 59/63 | q_time: 43.290013s | E: 174 | q_time/E: 0.248793s | shuffle time: 0.000959s
Fri Feb 19 08:54:50 2021 | q: 60/63 | q_time: 71.599313s | E: 177 | q_time/E: 0.404516s | shuffle time: 0.000850s
Fri Feb 19 08:57:45 2021 | q: 61/63 | q_time: 174.861512s | E: 180 | q_time/E: 0.971453s | shuffle time: 0.000952s
Fri Feb 19 09:03:46 2021 | q: 62/63 | q_time: 360.618557s | E: 183 | q_time/E: 1.970593s | shuffle time: 0.000964s
Fri Feb 19 09:07:23 2021 | q: 63/63 | q_time: 217.176280s | E: 185 | q_time/E: 1.173926s | shuffle time: 0.000947s
