q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.059003 1 0.059003 1275318 1275291 0 1
1 63 0.023058 1 0.023058 1275318 1275291 0 1
2 63 0.045187 2 0.022593 2564894 1814200 750667 0
3 63 0.068044 3 0.022681 3858840 2556966 1301847 0
4 63 0.113754 5 0.022751 6562729 3730152 2832550 0
5 63 0.168208 7 0.024030 9247120 5004692 4242401 0
6 63 0.221913 9 0.024657 12010127 6379446 5630654 0
7 63 0.280754 11 0.025523 14796776 7739107 7057642 0
8 63 0.422809 14 0.030201 21288353 10609006 10679320 0
9 63 0.464906 16 0.029057 22307319 11050938 11256354 0
10 63 0.513119 18 0.028507 24760674 12348153 12412494 0
11 63 0.744205 21 0.035438 33399293 16283305 17115961 0
12 63 0.662475 23 0.028803 32362949 15926537 16436385 0
13 63 0.917617 26 0.035293 39447859 19024185 20423647 0
14 63 1.077241 29 0.037146 55269103 26521832 28747244 0
15 63 1.320527 32 0.041266 53670500 25491890 28178583 0
16 63 1.418598 35 0.040531 66820545 31738760 35081758 0
17 63 2.372245 37 0.064115 114000731 55952586 58048118 0
18 63 2.586951 40 0.064674 117329695 56855661 60474007 0
19 63 1.651801 42 0.039329 80541273 39009911 41531335 0
20 63 1.562542 45 0.034723 78340551 37311286 41029238 0
21 63 2.702524 48 0.056303 110723137 52849838 57873272 0
22 63 2.828617 51 0.055463 117712678 56466506 61246145 0
23 63 12.065297 54 0.223431 600241013 292989817 307251169 0
24 63 10.094952 57 0.177104 519070043 252660817 266409199 0
25 63 5.558010 59 0.094204 288306954 140124705 148182222 0
26 63 3.336148 62 0.053809 170663463 81944913 88718523 0
27 63 2.917580 65 0.044886 150519446 72162617 78356802 0
28 63 4.943216 69 0.071641 220657663 104910280 115747356 0
29 63 4.871154 72 0.067655 240383056 114637886 125745143 0
30 63 4.375149 75 0.058335 231506849 110376389 121130433 0
31 63 6.336214 79 0.080205 264040026 124614689 139425310 0
32 63 5.878686 82 0.071691 292309514 137653395 154656092 0
33 63 8.563585 85 0.100748 369170861 174115346 195055488 0
34 63 6.826085 89 0.076698 297298266 138815024 158483215 0
35 63 10.313822 92 0.112107 596422962 279500654 316922281 0
36 63 35.455620 96 0.369329 1380057991 643928081 736129883 0
37 63 16.044096 99 0.162062 836740424 387040780 449699617 0
38 63 9.335479 102 0.091524 436086326 201909515 234176784 0
39 63 13.149750 105 0.125236 641670541 296815832 344854682 0
40 63 14.418327 109 0.132278 668629983 307751833 360878123 0
41 63 11.198517 112 0.099987 592599034 271987060 320611947 0
42 63 21.474905 115 0.186738 978524993 446531324 531993642 0
43 63 19.297696 119 0.162166 828137123 374164954 453972142 0
44 63 15.402637 122 0.126251 698725731 314302998 384422706 0
45 63 12.361284 125 0.098890 641267947 286445558 354822362 0
46 63 18.138184 129 0.140606 848477866 375600844 472876995 0
47 63 48.765269 132 0.369434 2510659693 1107138903 1403520763 0
48 63 65.997304 136 0.485274 2682650910 1170549872 1512101011 0
49 63 195.593234 139 1.407146 11766387393 5101555286 6664832080 0
50 63 83.742298 142 0.589734 2257803965 972414115 1285389823 0
51 63 17.070599 145 0.117728 635605946 270019054 365586865 0
52 63 56.727048 149 0.380718 2686879394 1128586739 1558292628 0
53 63 24.321312 153 0.158963 998900368 414478385 584421956 0
54 63 26.360721 157 0.167903 869335819 357748704 511587088 0
55 63 211.518837 161 1.313782 5578594010 2273065919 3305528064 0
56 63 111.930152 165 0.678365 3703432450 1484039383 2219393040 0
57 63 34.898306 168 0.207728 1154740832 457284861 697455944 0
58 63 407.337510 172 2.368241 12677488843 4966975690 7710513126 0
59 63 73.761227 174 0.423915 2235039825 863810562 1371229236 0
60 63 86.317019 177 0.487667 2376410553 908917526 1467493000 0
61 63 289.516201 180 1.608423 9825417934 3716118247 6109299660 0
62 63 127.994542 183 0.699424 1684031203 627401284 1056629892 0
63 63 200.804164 185 1.085428 4345213889 1610451636 2734762226 0
2357.29
