q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.030738 1 0.030738 1275318 1275291 0 1
1 63 0.021519 1 0.021519 1275318 1275291 0 1
2 63 0.043014 2 0.021507 2564789 1814883 749879 0
3 63 0.065432 3 0.021811 3858640 2557715 1300898 0
4 63 0.110940 5 0.022188 6533657 3711421 2822209 0
5 63 0.160131 7 0.022876 9292993 5019201 4273765 0
6 63 0.228750 9 0.025417 11973138 6370536 5602575 0
7 63 0.259387 11 0.023581 14517816 7550689 6967100 0
8 63 0.343176 14 0.024513 20163551 9892742 10270782 0
9 63 0.406663 16 0.025416 22392591 11074206 11318358 0
10 63 0.455201 18 0.025289 24824832 12405213 12419592 0
11 63 0.679694 21 0.032366 32652473 15847668 16804778 0
12 63 0.570072 23 0.024786 31637889 15474824 16163038 0
13 63 1.085018 26 0.041731 57721703 28112616 29609060 0
14 63 0.918642 29 0.031677 44481024 21191255 23289742 0
15 63 1.318800 32 0.041212 58901488 28071497 30829964 0
16 63 4.348964 35 0.124256 214358347 103655881 110702439 0
17 63 2.776983 37 0.075054 150743873 74295811 76448035 0
18 63 2.814075 40 0.070352 128252057 62422225 65829805 0
19 63 1.581747 42 0.037661 88483257 43110244 45372986 0
20 63 1.746978 45 0.038822 98630740 47564280 51066433 0
21 63 2.590397 48 0.053967 110021611 52701148 57320436 0
22 63 3.315904 51 0.065018 124685268 59825349 64859892 0
23 63 15.080460 54 0.279268 878582113 429161457 449420629 0
24 63 15.912290 57 0.279163 728955240 353398868 375556345 0
25 63 3.015913 59 0.051117 154803529 74447566 80355936 0
26 63 2.511680 62 0.040511 139502530 67314037 72188466 0
27 63 2.946863 65 0.045336 146164416 70182117 75982272 0
28 63 4.458056 69 0.064610 192372515 91448015 100924473 0
29 63 3.626584 72 0.050369 216522507 103135922 113386558 0
30 63 6.240900 75 0.083212 333857555 159475859 174381669 0
31 63 6.291336 79 0.079637 298256712 141463402 156793283 0
32 63 5.916143 82 0.072148 256091316 120909227 135182062 0
33 63 5.093618 85 0.059925 203173873 95560400 107613446 0
34 63 6.254098 89 0.070271 275208116 128688183 146519906 0
35 63 11.785388 92 0.128102 491309422 231031290 260278105 0
36 63 20.071738 96 0.209081 723888832 337375780 386513025 0
37 63 15.935272 99 0.160962 570677143 266134169 304542947 0
38 63 11.601179 102 0.113737 436130067 201673796 234456244 0
39 63 24.695580 105 0.235196 1155810599 534448192 621362380 0
40 63 19.912691 109 0.182685 765730724 350401850 415328847 0
41 63 17.548137 112 0.156680 655814882 299125898 356688957 0
42 63 15.698429 115 0.136508 727867140 332391901 395475212 0
43 63 16.859261 119 0.141674 822206362 372810376 449395959 0
44 63 22.981409 122 0.188372 1082855951 489468460 593387464 0
45 63 39.157780 125 0.313262 1982386804 891012020 1091374757 0
46 63 38.925181 129 0.301746 1511260588 672567769 838692792 0
47 63 50.499998 132 0.382576 2234876042 985463329 1249412686 0
48 63 119.916167 136 0.881737 4946849390 2161689033 2785160330 0
49 63 77.673919 139 0.558805 3279936284 1418166108 1861770149 0
50 63 41.557139 142 0.292656 1382343316 591226498 791116791 0
51 63 24.654501 145 0.170031 1312992139 557766652 755225460 0
52 63 14.745800 149 0.098965 610179194 255914578 354264589 0
53 63 22.299077 153 0.145746 904452600 376594443 527858130 0
54 63 24.383355 157 0.155308 697461088 285619412 411841649 0
55 63 72.108714 161 0.447880 3339811124 1360660789 1979150308 0
56 63 86.277412 165 0.522893 2910259935 1168383474 1741876434 0
57 63 31.221819 168 0.185844 1255824726 497464415 758360284 0
58 63 91.868888 172 0.534121 2767457296 1083383589 1684073680 0
59 63 39.548057 174 0.227288 1330606704 514313559 816293118 0
60 63 76.281615 177 0.430970 2066883011 791331569 1275551415 0
61 63 83.582445 180 0.464347 2160981361 817313544 1343667790 0
62 63 233.324577 183 1.274998 4531771907 1690856189 2840915691 0
63 63 214.414012 185 1.158995 3082661934 1140722180 1941939727 0
1662.81
