q q_max q_time hits q_time/hits k accept_counter reject_counter
0 63 0.040070 1 0.040070 1275318 1275291 0 1
1 63 0.023078 1 0.023078 1275318 1275291 0 1
2 63 0.044762 2 0.022381 2564565 1811902 752636 0
3 63 0.066220 3 0.022073 3857014 2557440 1299547 0
4 63 0.117978 5 0.023596 6525600 3695007 2830566 0
5 63 0.172397 7 0.024628 9282889 5003862 4279000 0
6 63 0.226560 9 0.025173 12067067 6399756 5667284 0
7 63 0.287345 11 0.026122 14529198 7553842 6975329 0
8 63 0.444741 14 0.031767 21224028 10516373 10707628 0
9 63 0.482094 16 0.030131 21794998 10679644 11115327 0
10 63 0.485347 18 0.026964 24658267 12304989 12353251 0
11 63 0.754012 21 0.035905 34463099 16774663 17688409 0
12 63 0.721231 23 0.031358 33273854 16435184 16838643 0
13 63 0.855086 26 0.032888 40145336 19410049 20735260 0
14 63 1.261636 29 0.043505 46245163 21972540 24272596 0
15 63 1.544226 32 0.048257 64094115 30613500 33480588 0
16 63 3.232849 35 0.092367 149261372 72215721 77045624 0
17 63 1.907543 37 0.051555 89234842 43347514 45887301 0
18 63 1.934513 40 0.048363 85032681 40738633 44294021 0
19 63 2.615454 42 0.062273 122375048 59901535 62473486 0
20 63 2.718689 45 0.060415 117445697 57349193 60096477 0
21 63 3.191064 48 0.066480 116420582 56064127 60356428 0
22 63 12.222461 51 0.239656 651267496 316668208 334599261 0
23 63 3.180350 54 0.058895 139227018 66972158 72254833 0
24 63 17.118075 57 0.300317 732837196 355776805 377060364 0
25 63 3.625977 59 0.061457 148125464 71353279 76772158 0
26 63 2.486669 62 0.040108 121109838 58466920 62642891 0
27 63 2.716191 65 0.041788 124097806 59436058 64661721 0
28 63 3.918425 69 0.056789 169857304 80421675 89435602 0
29 63 7.323693 72 0.101718 365977446 174388659 191588760 0
30 63 8.524681 75 0.113662 367112314 174675599 192436688 0
31 63 7.973747 79 0.100934 302809794 143003510 159806257 0
32 63 6.436436 82 0.078493 301019042 142162363 158856652 0
33 63 8.867913 85 0.104328 385425279 182676344 202748908 0
34 63 9.702167 89 0.109013 368744112 172651118 196092967 0
35 63 20.765585 92 0.225713 988449161 463365569 525083565 0
36 63 18.609959 96 0.193854 893741496 416349449 477392020 0
37 63 28.358529 99 0.286450 1422777915 662055377 760722511 0
38 63 18.807074 102 0.184383 842439177 390318334 452120816 0
39 63 8.107370 105 0.077213 444737543 205664634 239072882 0
40 63 12.614042 109 0.115725 481527214 220475748 261051439 0
41 63 13.138323 112 0.117306 684566354 311956790 372609537 0
42 63 11.470498 115 0.099743 525231660 237816195 287415438 0
43 63 12.985119 119 0.109119 734380618 332178808 402201783 0
44 63 27.207214 122 0.223010 1295544063 583788219 711755817 0
45 63 30.606456 125 0.244852 1536007208 688520672 847486509 0
46 63 29.120463 129 0.225740 1197068080 530627276 666440777 0
47 63 107.278247 132 0.812714 6072689497 2674773435 3397916035 0
48 63 83.877293 136 0.616745 4256947937 1853602258 2403345652 0
49 63 65.605266 139 0.471980 1584013501 688262268 895751206 0
50 63 390.637984 142 2.750972 16021490513 6880641634 9140848852 0
51 63 24.851813 145 0.171392 1480007853 630971498 849036328 0
52 63 18.047577 149 0.121125 695381994 292343972 403037995 0
53 63 120.489034 153 0.787510 6133943801 2560218392 3573725382 0
54 63 67.702046 157 0.431223 2315035066 952797837 1362237202 0
55 63 93.541076 161 0.581000 3381115904 1374351179 2006764698 0
56 63 140.478722 165 0.851386 4408740989 1764240156 2644500806 0
57 63 95.485974 168 0.568369 2742767854 1085597847 1657169980 0
58 63 155.907771 172 0.906441 4199251215 1641619324 2557631864 0
59 63 86.372662 174 0.496395 2421154144 935874348 1485279769 0
60 63 92.347349 177 0.521736 2042402049 783090121 1259311901 0
61 63 181.285266 180 1.007140 4597796620 1738722990 2859073603 0
62 63 186.604374 183 1.019696 3218947284 1202128369 2016818888 0
63 63 197.456016 185 1.067330 3073867449 1137884205 1935983217 0
2457.04
