f f_max loop_dur mc_sweeps min_h avg_h 
1+1E0.235094 1+1E-7 39.268203 2580000 20213 22442.405708
1+1E-0.187942 1+1E-7 3.469053 230000 1821 2000.679579
1+1E-0.546643 1+1E-7 4.847442 320000 2616 2783.554196
1+1E-0.875664 1+1E-7 5.308768 350000 2872 3044.615855
1+1E-1.190478 1+1E-7 3.142794 210000 1650 1826.707441
1+1E-1.498346 1+1E-7 7.376300 490000 3907 4262.317363
1+1E-1.802783 1+1E-7 7.377180 490000 4050 4262.317363
1+1E-2.105512 1+1E-7 11.611054 770000 6138 6697.927285
1+1E-2.407391 1+1E-7 21.569783 1430000 11245 12439.007815
1+1E-2.708846 1+1E-7 18.941670 1250000 9807 10873.258580
1+1E-3.010088 1+1E-7 33.200502 2170000 17344 18875.976894
1+1E-3.311224 1+1E-7 60.449962 4000000 31906 34794.427455
1+1E-3.612307 1+1E-7 75.826327 4990000 39318 43406.048250
1+1E-3.913363 1+1E-7 104.780476 6920000 54262 60194.359497
1+1E-4.214407 1+1E-7 264.141124 17150000 135371 149181.107713
1+1E-4.515443 1+1E-7 267.633546 17470000 136989 151964.661910
1+1E-4.816477 1+1E-7 353.771361 23150000 181317 201372.748896
1+1E-5.117508 1+1E-7 364.615939 23960000 187838 208418.620455
1+1E-5.418539 1+1E-7 973.041068 63260000 496032 550273.870200
1+1E-5.719570 1+1E-7 771.552732 50560000 396393 439801.563031
1+1E-6.020600 1+1E-7 816.753352 52550000 412108 457111.790690
1+1E-6.321630 1+1E-7 956.487797 62220000 487446 541227.319062
1+1E-6.622660 1+1E-7 1185.337382 78170000 612007 679970.098539
1+1E-6.923690 1+1E-7 524.080107 34620000 271951 301145.769623
6874.59
