q q_max q_time hits q_time/hits k 
1 31 64.782872 1 64.782872 639999937
2 31 132.544979 2 66.272489 1280188993
3 31 204.450557 3 68.150186 1920547201
4 31 353.574004 5 70.714801 3201919361
5 31 437.262054 6 72.877009 3842543809
6 31 594.048879 8 74.256110 5122426881
7 31 676.830251 9 75.203361 5763094081
8 31 847.973710 11 77.088519 7046068737
9 31 1031.473512 13 79.344116 8330811649
10 31 1110.681065 14 79.334362 8965498305
11 31 1295.815346 16 80.988459 10246090881
12 31 1473.145948 18 81.841442 11551763521
13 31 1586.594445 19 83.504971 12168301825
14 31 1745.768502 21 83.131833 13450615553
15 31 1932.685740 23 84.029815 14733224129
16 31 2111.672711 25 84.466908 16058018497
17 31 2263.852905 26 87.071266 16673236993
18 31 2490.351417 28 88.941122 17933320257
19 31 2628.029133 30 87.600971 19335502145
20 31 2809.465745 32 87.795805 20499167105
21 31 2994.524349 34 88.074246 21805446465
22 31 3207.596420 36 89.099901 23132184833
23 31 3421.903546 38 90.050093 24349599489
24 31 3619.125934 40 90.478148 25629977153
25 31 3772.783306 42 89.828174 26901616577
26 31 4061.610548 44 92.309331 28246075905
27 31 4322.290250 46 93.962832 29518431937
28 31 4582.066812 48 95.459725 30791121409
29 31 4703.158204 50 94.063164 32073535937
30 31 4768.814148 52 91.707964 33311767041
31 31 4936.667547 53 93.144671 34013533505
70181.5
