q q_max q_time hits q_time/hits k 
1 31 71.257546 1 71.257546 639999937
2 31 146.972066 2 73.486033 1280064641
3 31 221.712498 3 73.904166 1920970561
4 31 372.683746 5 74.536749 3201034689
5 31 454.757611 6 75.792935 3841488769
6 31 616.814561 8 77.101820 5123621185
7 31 702.584869 9 78.064985 5765227713
8 31 879.402922 11 79.945720 7045037441
9 31 1062.570038 13 81.736157 8329996545
10 31 1160.864783 14 82.918913 8976177985
11 31 1350.230783 16 84.389424 10253055425
12 31 1534.788262 18 85.266015 11530091905
13 31 1638.493088 19 86.236478 12171561857
14 31 1824.089084 21 86.861385 13451946497
15 31 2021.803071 23 87.904481 14790738881
16 31 2198.293224 25 87.931729 16010136705
17 31 2330.276583 26 89.626022 16663794753
18 31 2537.522798 28 90.625814 17964261825
19 31 2736.037281 30 91.201243 19244199169
20 31 2948.949003 32 92.154656 20496021761
21 31 3155.538570 34 92.809958 21776406529
22 31 3380.220100 36 93.895003 23062051201
23 31 3589.706749 38 94.465967 24342424769
24 31 3733.179568 40 93.329489 25659853697
25 31 4033.986312 42 96.047293 26911678337
26 31 4321.208499 44 98.209284 28230145217
27 31 4418.461523 46 96.053511 29468195329
28 31 4723.192352 48 98.399841 30750398785
29 31 4974.075974 50 99.481519 32163321537
30 31 5074.217006 52 97.581096 33342136769
31 31 5181.519641 53 97.764522 33962076993
73395.4
