q q_max q_time hits q_time/hits k 
1 31 67.250613 1 67.250613 639999937
2 31 140.719037 2 70.359518 1280101569
3 31 213.000234 3 71.000078 1920643649
4 31 367.485647 5 73.497129 3202330369
5 31 455.128609 6 75.854768 3842646273
6 31 613.791317 8 76.723915 5124972993
7 31 705.051257 9 78.339029 5763426689
8 31 874.449834 11 79.495439 7047919937
9 31 1057.127248 13 81.317481 8327971777
10 31 1158.091073 14 82.720791 8966017601
11 31 1344.534650 16 84.033416 10253996993
12 31 1531.211571 18 85.067309 11531558337
13 31 1631.347298 19 85.860384 12174349057
14 31 1828.116645 21 87.053174 13487997441
15 31 2020.005063 23 87.826307 14747428417
16 31 2215.249050 25 88.609962 16013471489
17 31 2349.969206 26 90.383431 16656890049
18 31 2551.494832 28 91.124815 17953955201
19 31 2746.131353 30 91.537712 19228395009
20 31 2966.563528 32 92.705110 20504339521
21 31 3164.713916 34 93.079821 21777806913
22 31 3375.396396 36 93.761011 23064690881
23 31 3560.200336 38 93.689483 24344962561
24 31 3744.249885 40 93.606247 25669956865
25 31 4011.496819 42 95.511829 26912531329
26 31 4352.852798 44 98.928473 28209086465
27 31 4573.339933 46 99.420433 29596731585
28 31 4730.470651 48 98.551472 30769446273
29 31 4989.840737 50 99.796815 32073435713
30 31 5040.813871 52 96.938728 33339612097
31 31 5289.099072 53 99.794322 34057951297
73669.2
