q q_max q_time hits q_time/hits k 
1 31 63.032028 1 63.032028 639999937
2 31 134.781679 2 67.390839 1280501761
3 31 202.696730 3 67.565577 1920569217
4 31 346.476117 5 69.295223 3201358529
5 31 429.941427 6 71.656904 3842364289
6 31 583.944542 8 72.993068 5121528193
7 31 667.172438 9 74.130271 5765285825
8 31 827.065684 11 75.187789 7050797185
9 31 1000.516338 13 76.962795 8337791041
10 31 1100.276785 14 78.591199 8968518017
11 31 1298.343493 16 81.146468 10247071105
12 31 1504.916832 18 83.606491 11529606593
13 31 1562.541843 19 82.239044 12175092993
14 31 1771.023172 21 84.334437 13445803457
15 31 1907.060915 23 82.915692 14725457985
16 31 2090.117410 25 83.604696 16041719297
17 31 2210.009360 26 85.000360 16665583745
18 31 2437.199691 28 87.042846 17933440449
19 31 2624.445283 30 87.481509 19219246657
20 31 2835.521008 32 88.610031 20501809537
21 31 2989.484678 34 87.926020 21818771265
22 31 3178.722329 36 88.297842 23089861377
23 31 3385.053809 38 89.080363 24346025217
24 31 3612.027932 40 90.300698 25645901825
25 31 4152.362949 42 98.865784 27030683265
26 31 4317.065006 44 98.115114 28291140417
27 31 4542.211733 46 98.743733 29486008513
28 31 4695.334607 48 97.819471 30742698753
29 31 4975.929389 50 99.518588 32043186945
30 31 5183.618193 52 99.684965 33332752577
31 31 5308.416270 53 100.158798 34033936833
71937.3
