q q_max q_time hits q_time/hits k 
1 31 63.550315 1 63.550315 639999937
2 31 133.519790 2 66.759895 1280009025
3 31 202.631208 3 67.543736 1921104065
4 31 348.300451 5 69.660090 3201107009
5 31 428.985270 6 71.497545 3842500737
6 31 582.698456 8 72.837307 5123509249
7 31 667.887709 9 74.209745 5764020097
8 31 844.083444 11 76.734859 7044196033
9 31 1034.026033 13 79.540464 8323857217
10 31 1128.296067 14 80.592576 8965776257
11 31 1329.771543 16 83.110721 10249841601
12 31 1479.290127 18 82.182785 11528322433
13 31 1597.313333 19 84.069123 12170942017
14 31 1722.549823 21 82.026182 13447492801
15 31 1908.353141 23 82.971876 14747231489
16 31 2089.240987 25 83.569639 16030293953
17 31 2246.977611 26 86.422216 16658534337
18 31 2433.847231 28 86.923115 17934635969
19 31 2674.511645 30 89.150388 19221158657
20 31 2795.543791 32 87.360743 20542117697
21 31 2969.043695 34 87.324815 21821838849
22 31 3177.550296 36 88.265286 23070551873
23 31 3364.321670 38 88.534781 24464253249
24 31 3691.684214 40 92.292105 25685012481
25 31 4027.422632 42 95.891015 26929427265
26 31 4359.197681 44 99.072675 28285469057
27 31 4392.842566 46 95.496578 29479702081
28 31 4630.342134 48 96.465461 30783665537
29 31 4818.840479 50 96.376810 32048223297
30 31 5151.152224 52 99.060620 33367267265
31 31 5233.758069 53 98.750152 34001783745
71527.5
