q q_max q_time hits q_time/hits k 
1 31 66.957871 1 66.957871 639999937
2 31 137.589638 2 68.794819 1280007937
3 31 214.250533 3 71.416844 1920363393
4 31 369.720935 5 73.944187 3201943169
5 31 453.548202 6 75.591367 3841466561
6 31 614.847662 8 76.855958 5122430017
7 31 701.190207 9 77.910023 5765536065
8 31 876.496234 11 79.681476 7044343809
9 31 1057.937015 13 81.379770 8327156033
10 31 1159.849445 14 82.846389 8964808961
11 31 1347.133632 16 84.195852 10245281665
12 31 1531.564778 18 85.086932 11530305025
13 31 1636.522386 19 86.132757 12171841729
14 31 1824.842924 21 86.897282 13452450817
15 31 2011.189719 23 87.443031 14737255489
16 31 2203.139104 25 88.125564 16023436481
17 31 2331.695737 26 89.680605 16649151489
18 31 2541.097156 28 90.753470 17966298689
19 31 2738.530738 30 91.284358 19224112321
20 31 2949.890498 32 92.184078 20524348161
21 31 3159.870454 34 92.937366 21779118081
22 31 3362.731152 36 93.409199 23166492609
23 31 3572.874827 38 94.023022 24357202625
24 31 3747.308943 40 93.682724 25649835905
25 31 4091.356356 42 97.413247 26965341505
26 31 4241.500495 44 96.397739 28186834049
27 31 4547.130220 46 98.850657 29493222529
28 31 4757.349251 48 99.111443 30793833345
29 31 4990.912652 50 99.818253 32151603841
30 31 5148.553481 52 99.010644 33321076609
31 31 5283.768517 53 99.693746 33978648641
73671.4
