q q_max q_time hits q_time/hits k 
1 31 67.149250 1 67.149250 639999937
2 31 139.734791 2 69.867396 1280221057
3 31 213.004117 3 71.001372 1920348097
4 31 366.904436 5 73.380887 3204701697
5 31 455.772027 6 75.962004 3841981569
6 31 611.347620 8 76.418453 5121943105
7 31 709.078755 9 78.786528 5762908609
8 31 883.864966 11 80.351361 7047061441
9 31 1062.372673 13 81.720975 8326437121
10 31 1158.756589 14 82.768328 8969954881
11 31 1350.505136 16 84.406571 10255766145
12 31 1538.982437 18 85.499024 11533612609
13 31 1645.834934 19 86.622891 12168730177
14 31 1836.227165 21 87.439389 13461554881
15 31 2024.231247 23 88.010054 14739899585
16 31 2208.678153 25 88.347126 16016115393
17 31 2350.540018 26 90.405385 16658417537
18 31 2559.323971 28 91.404428 17989168833
19 31 2755.021081 30 91.834036 19259830081
20 31 2974.459604 32 92.951863 20506308609
21 31 3175.024175 34 93.383064 21784451137
22 31 3380.496614 36 93.902684 23059826049
23 31 3587.831219 38 94.416611 24348869185
24 31 3749.519307 40 93.737983 25637599745
25 31 4008.682929 42 95.444832 26920292033
26 31 4268.114610 44 97.002605 28241007425
27 31 4440.671543 46 96.536338 29462863233
28 31 4660.573490 48 97.095281 30764212289
29 31 4862.618625 50 97.252373 32025377281
30 31 5084.929644 52 97.787109 33326061697
31 31 5201.924629 53 98.149521 33997871489
73332.2
