q q_max q_time hits q_time/hits k 
1 31 62.742422 1 62.742422 639999937
2 31 131.020327 2 65.510163 1280403265
3 31 201.107644 3 67.035881 1920608449
4 31 348.192908 5 69.638582 3201420417
5 31 429.060025 6 71.510004 3842870465
6 31 580.177541 8 72.522193 5123664961
7 31 666.790465 9 74.087829 5763718401
8 31 837.222666 11 76.111151 7046694017
9 31 1024.158253 13 78.781404 8325259521
10 31 1102.856434 14 78.775460 8968577025
11 31 1283.245699 16 80.202856 10250151361
12 31 1467.330627 18 81.518368 11569930625
13 31 1569.748217 19 82.618327 12176153537
14 31 1726.211137 21 82.200530 13452306817
15 31 1905.761119 23 82.859179 14756836609
16 31 2084.341443 25 83.373658 16029025921
17 31 2252.801536 26 86.646213 16682741313
18 31 2466.393463 28 88.085481 17936983297
19 31 2648.863773 30 88.295459 19212874241
20 31 2829.509743 32 88.422179 20510782145
21 31 2999.215314 34 88.212215 21800284033
22 31 3227.228049 36 89.645224 23122929153
23 31 3431.157999 38 90.293632 24426576577
24 31 3641.240919 40 91.031023 25625034305
25 31 3894.369449 42 92.723082 26905266945
26 31 3979.874552 44 90.451694 28180289985
27 31 4391.907319 46 95.476246 29458298945
28 31 4624.554396 48 96.344883 30777992641
29 31 4716.116795 50 94.322336 32051948993
30 31 4932.881102 52 94.863098 33338085249
31 31 4923.435381 53 92.895007 33947941441
70379.5
