q q_max q_time hits q_time/hits k 
1 31 62.837881 1 62.837881 639999937
2 31 130.417117 2 65.208558 1279999873
3 31 201.546569 3 67.182190 1920351553
4 31 347.787926 5 69.557585 3201360641
5 31 430.264922 6 71.710820 3841703425
6 31 584.336473 8 73.042059 5122474113
7 31 665.930480 9 73.992276 5764031425
8 31 824.093077 11 74.917552 7044516033
9 31 999.413038 13 76.877926 8328823745
10 31 1129.425829 14 80.673274 8964575937
11 31 1292.300015 16 80.768751 10248225345
12 31 1496.515185 18 83.139732 11561112385
13 31 1562.172395 19 82.219600 12166387137
14 31 1747.956046 21 83.236002 13451266177
15 31 1905.009073 23 82.826481 14731115585
16 31 2083.499516 25 83.339981 16007917825
17 31 2202.781302 26 84.722358 16656933889
18 31 2422.781395 28 86.527907 17934406593
19 31 2619.551567 30 87.318386 19247648001
20 31 2797.729325 32 87.429041 20507587585
21 31 2969.206583 34 87.329605 21908320385
22 31 3148.546393 36 87.459622 23083766721
23 31 3362.061702 38 88.475308 24346258881
24 31 3614.247861 40 90.356197 25698644033
25 31 4090.206688 42 97.385874 26991603265
26 31 4192.542515 44 95.285057 28190254273
27 31 4418.298842 46 96.049975 29462391041
28 31 4882.737353 48 101.723695 30801932417
29 31 5154.426064 50 103.088521 32062937921
30 31 5307.086353 52 102.059353 33311468609
31 31 5218.754132 53 98.467059 33957669825
71864.5
