q q_max q_time hits q_time/hits k 
1 31 67.039159 1 67.039159 639999937
2 31 136.391299 2 68.195650 1280409025
3 31 213.403000 3 71.134333 1920913025
4 31 366.914598 5 73.382920 3205010945
5 31 456.109351 6 76.018225 3843643073
6 31 616.232321 8 77.029040 5123490753
7 31 706.757849 9 78.528650 5765804801
8 31 875.332630 11 79.575694 7046270593
9 31 1060.749916 13 81.596147 8334240769
10 31 1158.523715 14 82.751694 8966238273
11 31 1342.654782 16 83.915924 10244634113
12 31 1528.348886 18 84.908271 11527417089
13 31 1635.024697 19 86.053931 12168596225
14 31 1824.872307 21 86.898681 13451165121
15 31 2022.521383 23 87.935712 14733085441
16 31 2206.315378 25 88.252615 16013068865
17 31 2340.420067 26 90.016156 16651799809
18 31 2549.464231 28 91.052294 17937838337
19 31 2745.432376 30 91.514413 19212315009
20 31 2947.608724 32 92.112773 20508729281
21 31 3158.082361 34 92.884775 21775983041
22 31 3348.821378 36 93.022816 23107468033
23 31 3571.893668 38 93.997202 24349876097
24 31 3720.707111 40 93.017678 25636846721
25 31 4112.229854 42 97.910235 27041690369
26 31 4307.421110 44 97.895934 28247851649
27 31 4532.093560 46 98.523773 29528824769
28 31 4749.467226 48 98.947234 30793302721
29 31 4976.649961 50 99.532999 32060085185
30 31 5142.289175 52 98.890176 33368786881
31 31 5259.541146 53 99.236625 34021697473
73679.3
