q q_max q_time hits q_time/hits k 
1 31 67.145054 1 67.145054 639999937
2 31 136.897257 2 68.448628 1280044417
3 31 213.852244 3 71.284081 1920685697
4 31 368.159645 5 73.631929 3201046145
5 31 457.630459 6 76.271743 3843638209
6 31 616.170968 8 77.021371 5122803841
7 31 706.573007 9 78.508112 5766228545
8 31 876.327072 11 79.666097 7053136257
9 31 1062.161976 13 81.704767 8325127873
10 31 1156.058279 14 82.575591 8964618881
11 31 1344.798680 16 84.049917 10278200065
12 31 1533.340301 18 85.185572 11555228289
13 31 1633.835299 19 85.991332 12168191425
14 31 1817.138675 21 86.530413 13450726145
15 31 2013.553313 23 87.545796 14740720577
16 31 2203.757571 25 88.150303 16028433217
17 31 2333.821863 26 89.762379 16651312961
18 31 2543.799849 28 90.849995 17971993345
19 31 2742.200932 30 91.406698 19214509313
20 31 2948.294154 32 92.134192 20538862977
21 31 3165.220628 34 93.094724 21896768385
22 31 3359.000313 36 93.305564 23156585281
23 31 3565.067301 38 93.817561 24394159105
24 31 3719.104772 40 92.977619 25695317185
25 31 4009.211767 42 95.457423 26910253825
26 31 4219.482559 44 95.897331 28202130817
27 31 4568.926950 46 99.324499 29475819265
28 31 4751.509990 48 98.989791 30812726145
29 31 4986.519065 50 99.730381 32078204865
30 31 5159.658514 52 99.224202 33312033153
31 31 5138.610378 53 96.954913 33968131457
73417.8
